bik	tl
Dai tinatago kan tawo an mga ginigibo niya kun boot niyang mabantog. Ginigibo mo man sana an mga bagay na ini, magpamidbid ka na logod sa bilog na kinaban!”	Sapagkat walang taong nagnanais makilala ang gumagawa ng anumang bagay sa lihim. Kung ginagawa mo ang mga bagay na ito ay ipakilala mo ang iyong sarili sa sanlibutan.”
(Huli ta maski an mga tugang niya dai nagtutubod saiya.)	Sapagkat maging ang kanyang mga kapatid man ay hindi sumampalataya sa kanya.
Nagsimbag si Jesus, “Bako pa ini an oras ko, alagad para saindo, maski anong oras tama.	Sinabi sa kanila ni Jesus, “Hindi pa dumating ang aking oras, subalit ang inyong oras ay laging naririyan.
Dai kamo ikakaongis kan kinaban, alagad ikinakaongis ako, huli ta pinapatotoohan ko an mga maraot na gibo kan kinaban.	Hindi kayo maaaring kapootan ng sanlibutan, ngunit ako'y kinapopootan nito, sapagkat ako'y nagpapatotoo laban dito na masasama ang kanyang mga gawa.
Kamo na sana an magduman sa pyesta. Dai ako maduman, huli ta bako pa ini an oras ko.”	Kayo na ang pumunta sa pista. Ako'y hindi pupunta sa pistang ito, sapagkat hindi pa dumating ang aking oras.”
Kaya nagpawalat siya sa Galilea.	At nang masabi ang mga bagay na ito ay nanatili siya sa Galilea.
Pakahale kan mga tugang ni Jesus pasiring sa pyesta, nagduman man siya, alagad sa hilom sana.	Subalit nang makaahon na ang kanyang mga kapatid para sa pista, saka naman siya umahon, hindi hayagan kundi palihim.
Hinanap siya kan mga Judio duman. “Haen siya?” an hapot ninda.	Hinahanap nga siya ng mga Judio sa pista, at kanilang sinasabi, “Saan siya naroroon?”
Siya an pinag-orolayan kan katawohan. An iba nagsabi, “Marahay siyang tawo”; alagad an iba man nagsabi, “Bako, linoloko niya an mga tawo.”	Nagkaroon ng maraming bulung-bulungan tungkol sa kanya ang mga tao. Sinasabi ng ilan, “Siya'y mabuting tao.” Sinasabi naman ng iba, “Hindi, inililigaw niya ang mga tao.”
Alagad mayo saindang nakapagtaram nin hayag dapit saiya, huli ta takot sinda sa mga Judio.	Subalit walang taong nagsalita nang hayag tungkol sa kanya dahil sa takot sa mga Judio.
Kan nasa kabangaan na an pyesta, naglaog si Jesus sa Templo dangan nagtukdo.	Nang ang kapistahan ay nasa kalagitnaan na ay pumunta si Jesus sa templo at nagturo.
Napangalas an mga Judio asin nagsabi, “Tadaw ta madonong an tawong ini na dai man siya nin inadalan?”	Namangha ang mga Judio, na nagsasabi, “Paanong nagkaroon ang taong ito ng karunungan, gayong hindi naman nag-aral kailanman?”
Nagsimbag si Jesus, “An itinutukdo ko bakong hale sako, kundi sa Dios na nagsugo sako.	Sinagot sila ni Jesus, “Ang turo ko ay hindi akin, kundi sa kanya na nagsugo sa akin.
Maiisihan nin siisay man na boot mag-otob kan ipinagboboot nin Dios, kun an itinutukdo ko hale sa Dios, o kun nagtataram ako sa sadiri ko sanang kabotan.	Kung ang sinuman ay nagnanais gumawa ng kalooban ng Diyos ay makikilala niya kung ang turo ay mula sa Diyos, o kung ako'y nagsasalita mula sa aking sarili.
An nagtataram sa sadiri niyang kabotan, boot magpaomaw. Alagad an nagmamawot na omawon an nagsugo saiya nagsasabi kan totoo asin bakong putikon.	Ang nagsasalita nang mula sa kanyang sarili ay humahanap ng kanyang sariling kaluwalhatian; subalit ang humahanap ng kaluwalhatian ng nagsugo sa kanya ay siyang totoo, at sa kanya'y walang kasinungalingan.
Bakong itinao saindo ni Moises an Katogonan? Alagad mayo saindo nin minakuyog kaiyan. Tadaw ta boot nindo akong gadanon?”	Hindi ba ibinigay sa inyo ni Moises ang kautusan? Subalit wala sa inyong tumutupad ng kautusan. Bakit ninyo pinagsisikapang ako'y patayin?”
Nagsimbag an mga tawo, “May demonyo ka! Siisay man an boot gumadan saimo?”	Sumagot ang maraming tao, “Mayroon kang demonyo! Sino ang nagsisikap na ikaw ay patayin?”
“Saro pa sanang ngangalasan an ginibo ko alagad napangalas na kamo gabos!” an sabi ni Jesus.	Sumagot si Jesus sa kanila, “Isang bagay ang aking ginawa at pinagtatakhan ninyong lahat ito.
“Huli ta ipinagboot saindo ni Moises na serkomsisyonon an saindong mga aki (bako ngani siya an nagpoon kaiyan kundi an saindong mga ginikanan), ginigibo nindo iyan maski sa aldaw na Sabbath.	Ibinigay sa inyo ni Moises ang pagtutuli (hindi sa ito'y kay Moises, kundi mula sa mga patriyarka); at tinutuli ninyo sa Sabbath ang isang lalaki.
Kun siniserkomsisyon an sarong aking lalaki maski sa aldaw na Sabbath nganing masunod an pagboot ni Moises, tadaw ta naaanggot kamo sako ta binolong ko sa aldaw na Sabbath an sarong naghehelang?	Kung ang isang lalaki ay tumatanggap ng pagtutuli sa Sabbath, upang huwag malabag ang kautusan ni Moises, nagagalit ba kayo sa akin dahil sa pinagaling ko ang buong katawan ng isang tao sa Sabbath?
Dai kamo maghukom huli kan nahihiling nindo sa luwas; maghukom kamo nin matanos.”	Huwag kayong humatol batay sa anyo, kundi humatol kayo nang matuwid na paghatol.”
Nagsabi an ibang taga Jerusalem, “Bakong siya an boot nindang gadanon?	Sinabi ng ilang taga-Jerusalem, “Hindi ba ito ang taong kanilang pinagsisikapang patayin?
Hilinga ta nagtataram siya nin hayag, alagad mayo nin minatuyaw saiya! Aram na daw kan mga lider na siya na an Cristo!	At narito, siya'y hayag na nagsasalita, at sila'y walang anumang sinasabi sa kanya. Tunay kayang nakikilala ng mga pinuno na ito ang Cristo?
Pagdigdi kan Cristo mayong makakaaram kun saen siya mahale. Alagad aram ta kun saen hale an tawong ini.”	Subalit nalalaman natin kung saan nagmula ang taong ito, subalit ang Cristo, pagdating niya ay walang makakaalam kung saan siya magmumula.”
Kaya makosog an tingog ni Jesus kan magtukdo siya sa Templo, “Midbid daw nindo ako? Aram daw talaga nindo kun saen ako hale? Dai ako nagdigdi sa sadiri kong kabotan. An nagsugo sako totoo, asin dai nindo siya midbid.	Sumigaw si Jesus habang nagtuturo sa templo, “Ako'y inyong nakikilala at nalalaman din ninyo kung taga-saan ako. Hindi ako pumarito sa aking sariling awtoridad, subalit ang nagsugo sa akin ay siyang totoo, na hindi ninyo nakikilala.
Alagad midbid ko siya, huli ta hale ako saiya saka sinugo niya ako.”	Nakikilala ko siya sapagkat ako'y mula sa kanya, at siya ang nagsugo sa akin.”
Boot nindang dakopon siya, alagad mayong nangahas magdakop saiya, huli ta bako pa idto an oras niya.	Kaya't sinikap nilang siya'y hulihin, subalit walang taong sumunggab sa kanya, sapagkat hindi pa dumating ang kanyang oras.
Alagad dakul an nagtubod saiya. Nagsabi sinda, “Pag-abot kan Cristo, makagibo daw siya nin mga ngangalasan labi pa kan ginibo kan tawong ini?”	Gayunma'y marami sa mga tao ang sumampalataya sa kanya at kanilang sinabi, “Pagdating ng Cristo, gagawa ba siya ng mas maraming tanda kaysa mga ginawa ng taong ito?”
Nadangog kan mga Fariseo an orolay kan mga tawo dapit ki Jesus, kaya sinda asin an mga poon na padi nagpadara nin nagkapirang mga bantay sa Templo nganing dakopon si Jesus.	Narinig ng mga Fariseo ang bulung-bulungan ng mga tao tungkol kay Jesus. Nagsugo ang mga punong pari at ang mga Fariseo ng mga kawal upang siya'y hulihin.
Nagsabi si Jesus, “Dikit pang panahon akong makakaiba nindo, dangan mabalik na ako sa nagsugo sako.	Sinabi ni Jesus, “Makakasama pa ninyo ako ng kaunting panahon, at ako'y paroroon sa nagsugo sa akin.
Hahanapon nindo ako, alagad dai nindo ako makukua; huli ta dai kamo makakaduman sa dudumanan ko.”	Hahanapin ninyo ako, ngunit hindi ninyo ako matatagpuan, at kung saan ako naroroon ay hindi kayo makakapunta roon.”
Nag-orolay-olay an mga Judio, “Saen daw siya maduman ta dai ta daa siya makukua? Maduman daw siya sa mga Judio sa Grecia nganing tukdoan niya an mga Griyego?	Kaya't sinabi ng mga Judio sa isa't isa, “Saan pupunta ang taong ito na hindi natin siya matatagpuan? Pupunta kaya siya sa mga lupain kung saan nagkalat ang ating mga kababayan sa lupain ng mga Griyego at magtuturo sa mga Griyego?
Ano an boot sabihon kan sinabi niyang, ‘Hahanapon nindo ako, alagad dai nindo ako makukua, huli ta dai kamo makakaduman sa dudumanan ko’?”	Ano ang salitang ito na kanyang sinabi, ‘Hahanapin ninyo ako, ngunit hindi ninyo ako matatagpuan, at kung saan ako naroroon, ay hindi kayo makakapunta roon’!”
Sa huring aldaw kan pyesta na iyo an pinakamahalagang aldaw, nagtindog si Jesus saka nagtaram nin makosog, “An napapaha dumolok sako asin uminom.	Nang huling araw ng dakilang araw ng pista, si Jesus ay tumayo at sumigaw na nagsasabi, “Kung ang sinuman ay nauuhaw, lumapit siya sa akin at uminom.
Siring sa sinasabi sa kasuratan, ‘Hale sa puso kan nagtutubod sako, mabulos an tubig na nagtatao nin buhay.’”	Ang sumasampalataya sa akin, gaya ng sinasabi ng kasulatan, ‘Mula sa kanyang puso ay dadaloy ang mga ilog ng tubig na buháy.’”
Sinabi niya ini manongod sa Espiritu na aakoon kan mga minatubod saiya. Sa panahon na idto dai pa itinatao an Espiritu, huli ta dai pa pinagmuraway si Jesus.	Ngunit ito'y sinabi niya tungkol sa Espiritu, na tatanggapin ng mga sumasampalataya sa kanya, sapagkat hindi pa ipinagkakaloob ang Espiritu, sapagkat si Jesus ay hindi pa niluluwalhati.
An nagkapirang nakadangog ki Jesus nagsabi, “Talagang iyo na ini an Propeta!”	Nang marinig ng ilan mula sa maraming tao ang mga salitang ito, sila ay nagsabi, “Tunay na ito nga ang propeta.”
Sabi man kan iba, “Iyo ini an Cristo!”	Sinasabi ng iba, “Ito ang Cristo.” Subalit sinasabi ng ilan, “Sa Galilea ba manggagaling ang Cristo?
Alagad an iba nagsabi, “Dai magikan sa Galilea an Cristo!	Hindi ba sinabi ng kasulatan na ang Cristo ay manggagaling sa binhi ni David, at mula sa Bethlehem, ang bayan ni David?”
Bakong sinabi sa kasuratan na an Cristo magikan sa kapagarakian ni David, mamumundag sa Betlehem na banwaan ni David?”	Kaya't nagkaroon ng pagkakahati-hati sa maraming tao dahil sa kanya.
Kaya manlaen-laen an mga paghona kan tawo dapit saiya.	Nais ng ilan sa kanila na siya'y hulihin, subalit walang taong sumunggab sa kanya.
Boot siyang dakopon kan nagkapira, alagad mayong nangahas na magdakop saiya.	Bumalik ang mga kawal sa mga punong pari at sa mga Fariseo, at sinabi ng mga ito sa kanila, “Bakit hindi ninyo siya dinakip?”
An mga bantay sa Templo nagbalik sa mga Fariseo asin sa mga poon na padi. “Tadaw ta dai nindo siya dinara digdi?” an hapot kan mga ini sa mga bantay.	Sumagot ang mga kawal, “Kailanma'y walang taong nagsalita nang gayon.”
Nagsimbag sinda, “Mayo pa lamang nin nakapagtaram arog saiya!”	Sinagot sila ng mga Fariseo, “Kayo ba naman ay nailigaw na rin?
“Sagkod kamo nadaya man niya?” an hapot sainda kan mga Fariseo.	Mayroon ba sa mga pinuno, o sa mga Fariseo na sumasampalataya sa kanya?
“May naaraman kamong lider o Fariseo na nagtubod saiya?	Subalit ang mga taong ito na hindi nakakaalam ng kautusan ay mga sinumpa.”
Mayo, kundi an mga tawo sanang dai tatao kan Katogonan. Kaya minamaldisyon sinda nin Dios!”	Sinabi sa kanila ni Nicodemo (iyong pumunta kay Jesus noon at isa sa kanila),
An saro kan mga Fariseo iyo si Nicodemo; siya an nagdalaw ki Jesus kaidto. Nagsabi siya sainda,	“Hinahatulan ba ng ating kautusan ang isang tao, malibang siya'y atin munang dinggin at alamin kung ano ang kanyang ginagawa?”
“Sosog sa satong Katogonan, dai pwedeng hukoman an sarong tawo kun dai ngona siya dangogon o aramon kun ano an saiyang naginibo.”	Sila'y sumagot sa kanya, “Ikaw ba'y taga-Galilea rin? Siyasatin mo at iyong makikita na sa Galilea ay walang lumitaw na propeta.”
Nagsimbag sinda, “Taga Galilea ka man? Adalan mo an mga kasuratan ta mahihiling mo na mayong propetang magikan sa Galilea.”	[
Nagpuli an lambang saro, alagad si Jesus nagduman sa Bukid nin mga Oliba.	Samantala, si Jesus ay pumunta sa bundok ng mga Olibo.
Pagkaagang amay, nagbalik si Jesus sa Templo. Pinagtiriponan siya kan mga tawo; nagtukaw siya saka tinukdoan sinda.	Kinaumagahan, siya ay bumalik sa templo, at ang buong bayan ay lumapit sa kanya. Siya'y naupo at sila'y tinuruan.
Dangan may dinara saiya an mga paratukdo kan Katogonan asin an mga Fariseo na sarong babae na nadakop na nakikidorog sa bakong agom. Pinatindog ninda an babae sa tahaw,	Dinala sa kanya ng mga eskriba at ng mga Fariseo ang isang babaing nahuli sa pangangalunya. Nang kanilang patayuin siya sa gitna,
dangan sinabihan si Jesus, “Maestro, an babaeng ini nadakop na nakikidorog sa bakong agom.	ay sinabi nila sa kanya, “Guro, nahuli ang babaing ito sa akto ng pangangalunya.
Sosog sa Katogonan ni Moises, dapat gapoon sagkod na magadan an mga arog saiya. Ano an masasabi mo?”	Sa kautusan ay ipinag-utos sa amin ni Moises na batuhin ang mga ganyan. Ano ngayon ang iyong masasabi tungkol sa kanya?”
Ihinapot ninda ini sa pagbalo saiya, tanganing igwa sinda nin ikasumbong tumang saiya. Nagduko si Jesus saka nagsurat sa daga sa paagi kan saiyang muro.	Ngunit ito'y kanilang sinabi upang siya'y subukin, upang sa kanya'y may maiparatang sila. Subalit yumuko si Jesus, at isinulat ang kanyang daliri sa lupa.
Padagos sindang naghapot saiya, kaya nagtanos si Jesus dangan nagsabi, “An siisay man saindo na mayong kasalan, iyo an enot na gumapo saiya.”	Habang sila'y nagpapatuloy ng pagtatanong sa kanya, tumayo siya at sinabi sa kanila, “Ang walang kasalanan sa inyo ang siyang unang bumato sa kanya.”
Nagduko giraray siya dangan padagos na nagsurat sa daga.	At muli siyang yumuko, at isinulat ang kanyang daliri sa lupa.
Pagkadangog sa sinabi ni Jesus, saro-sarong naghale an mga tawo, poon sa pinakagurang. Mayong nawalat kundi si Jesus asin an babae na nasa atubangan niya.	Nang ito'y kanilang marinig ay isa-isa silang umalis, simula sa mga matatanda. At si Jesus ay naiwang nag-iisa at ang babaing nakatayo sa gitna.
Nagtanos si Jesus dangan hinapot an babae, “Haen na sinda? Mayong nagkondenar saimo?”	Tumayo si Jesus at sinabi sa kanya, “Babae, nasaan sila? Wala na bang ni isang humatol sa iyo?”
“Mayo,” an simbag kan babae.	At sinabi niya, “Walang sinuman, Panginoon.” Sinabi ni Jesus, “Hindi rin kita hinahatulan. Humayo ka na at mula ngayo'y huwag ka nang magkasala.” ]
Sinabihan siya ni Jesus, “Dai taka man kinokondenar. Lakaw na asin dai ka na magkasala.”]	Muling nagsalita sa kanila si Jesus, “Ako ang ilaw ng sanlibutan. Ang sumusunod sa akin ay hindi kailanman lalakad sa kadiliman, kundi magkakaroon ng ilaw ng buhay.”
Nagtaram giraray si Jesus sa mga tawo, “Ako an ilaw kan kinaban. An minasunod sako magkakaigwa kan ilaw nin buhay asin dai na siya maglalakaw sa kadikloman.”	Sinabi sa kanya ng mga Fariseo, “Nagpapatotoo ka tungkol sa iyong sarili; ang patotoo mo ay hindi totoo.”
Sinabihan siya kan mga Fariseo, “Nagsasaksi ka para saimo; mayo nin halaga an pagsaksi mo.”	Sumagot si Jesus, “Kung ako ma'y nagpapatotoo tungkol sa aking sarili, ang aking patotoo ay totoo; sapagkat nalalaman ko kung saan ako nanggaling, at kung saan ako pupunta. Subalit hindi ninyo nalalaman kung saan ako nanggaling, o kung saan ako pupunta.
Nagsimbag si Jesus, “Maski nagsasaksi ako para sako, totoo an sinasabi ko, huli ta aram ko kun saen ako hale o kun saen ako maduman. Alagad dai nindo aram an sakong hinalean o an sakong padudumanan.	Humahatol kayo ayon sa laman; ako'y hindi humahatol sa kaninuman.
Naghuhukom kamo arog kan paghukom nin tawo. Dai ako naghuhukom sa kiisay man.	At kung ako'y humatol man, ang hatol ko'y totoo, sapagkat hindi ako nag-iisa, kundi ako at ang Ama na nagsugo sa akin.
Alagad kun ako maghukom, tama an sakong paghukom, huli ta bakong ako sana an naghuhukom; kaiba ko an Ama na nagsugo sako.	Maging sa inyong kautusan ay nasusulat na ang patotoo ng dalawang tao ay totoo.
Nasusurat sa saindong Katogonan na an patotoo nin duwang saksi, totoo.	Ako ang nagpapatotoo tungkol sa aking sarili, at ang Amang nagsugo sa akin ay nagpapatotoo tungkol sa akin.”
Nagsasaksi ako para sako; siring man nagsasaksi sako an Ama na nagsugo sako.”	Kaya't sinabi nila sa kanya, “Nasaan ang iyong Ama?” Sumagot si Jesus, “Hindi nga ninyo ako kilala o ang aking Ama. Kung ako'y inyong kilala ay kilala rin sana ninyo ang aking Ama.”
Kaya hinapot siya ninda, “Haen an saimong ama?”	Sinabi niya ang mga salitang ito sa kabang-yaman habang nagtuturo siya sa templo. Subalit walang taong humuli sa kanya, sapagkat hindi pa dumating ang kanyang oras.
Nagsimbag si Jesus, “Dai ako nindo midbid, ni an sakong Ama. Kun midbid nindo ako, midbid man kutana nindo an sakong Ama.”	Muli niyang sinabi sa kanila, “Aalis ako, at ako'y inyong hahanapin, at mamamatay kayo sa inyong kasalanan. Sa aking pupuntahan ay hindi kayo makakapunta.”
Sinabi ni Jesus an mga bagay na ini kan nagtutukdo siya sa Templo, harani sa lugar na namumugtakan kan lalagan kan limos. Mayong nangahas na magdakop saiya, huli ta dai pa nag-abot an saiyang oras.	Sinabi ng mga Judio, “Magpapakamatay kaya siya sapagkat kanyang sinabi, ‘Sa aking pupuntahan ay hindi kayo makakapunta.’”
Sinabihan pa sinda ni Jesus, “Mahale ako; hahanapon nindo ako, alagad magagadan kamo sa saindong mga kasalan. Dai kamo makakaduman sa dudumanan ko.”	Sinabi niya sa kanila, “Kayo'y mga taga-ibaba, ako'y taga-itaas. Kayo'y mga taga-sanlibutang ito; ako'y hindi taga-sanlibutang ito.
Kaya nagsabi an mga Judio, “Mahugot daw siya, kaya nagsabi siyang dai kita makakaduman sa dudumanan niya?”	Kaya't sinabi ko sa inyo na kayo'y mamamatay sa inyong mga kasalanan, sapagkat malibang kayo'y sumampalataya na Ako Nga, ay mamamatay kayo sa inyong mga kasalanan.”
Nagtaram si Jesus, “Kamo taga digdi sa ibaba; ako taga duman sa itaas. Kamo taga digdi sa kinaban; ako bako.	Sinabi nila sa kanya, “Sino ka ba?” Sinabi sa kanila ni Jesus, “Bakit kailangan pang makipag-usap ako sa inyo?”
Kaya sinabi ko saindo na magagadan kamo sa saindong mga kasalan. Kun dai kamo magtubod na talagang ‘Ako Iyo Ako,’ magagadan kamo sa saindong mga kasalan.”	Mayroon akong maraming bagay na sasabihin at hahatulan tungkol sa inyo. Subalit ang nagsugo sa akin ay totoo, at sinasabi ko sa sanlibutan ang mga bagay na narinig ko sa kanya.”
Hinapot ninda siya, “Siisay ka?”	Hindi nila naunawaan na siya ay nagsasalita sa kanila tungkol sa Ama.
Nagsimbag si Jesus, “Ako iyo an sinabi ko na saindo poon pa sa kapinonan.	Sinabi ni Jesus, “Kapag naitaas na ninyo ang Anak ng Tao, saka ninyo makikilala na ako nga siya, at wala akong ginagawa mula sa aking sarili kundi sinasabi ko ang mga bagay ayon sa itinuro sa akin ng Ama.
