bik,tl
"Dangan sinabihan niya an mga yaon duman, ‘Kuaha nindo saiya an bulawan na kwarta dangan itao nindo sa igwang sampolo.’","At sinabi niya sa mga nakatayo, ‘Kunin ninyo sa kanya ang mina, at ibigay ninyo sa may sampung mina.’"
"Nagsabi sinda, ‘Kagurangnan, igwa na siyang sampolo!’","Sinabi nila sa kanya, ‘Panginoon, siya'y mayroong sampung mina.’"
"‘Sinasabihan ko kamo,’ an simbag niya, ‘an siisay man na igwa, tatawan pa nin mas dakul; alagad an siisay man na mayo, kukuahan pa maski kan kadikit na sadiri niya.","‘Sinasabi ko sa inyo na sa bawat mayroon ay higit pang marami ang ibibigay; subalit ang wala, pati ang nasa kanya ay kukunin."
"Dapit naman sa mga kaiwal kong habong mag-ako sako bilang hade, darahon nindo sinda digdi asin gadanon sa atubangan ko!’”","Ngunit itong aking mga kaaway, na ayaw na ako'y maghari sa kanila, ay dalhin ninyo rito at patayin sila sa harapan ko.’”"
"Pakatapos niyang magtaram kaini, nag-enot si Jesus sa pagtukad sa Jerusalem.","Nang masabi niya ang mga bagay na ito, nagpatuloy siya na umakyat tungo sa Jerusalem."
"Kan idtoon na siya sa Bukid nin mga Oliba, harani sa Betfage asin Betania, sinugo niya an duwa sa mga disipulo niya","Nang siya'y malapit na sa Betfage at Betania, sa bundok na tinatawag na Olibo, ay sinugo niya ang dalawa sa mga alagad,"
"saka tinugon, “Dumuman kamo sa baryong masunod. Pag-abot nindo duman, mahihiling nindo an sarong asno na nakagakod asin dai pa lamang nakabayohan. Hubadan nindo iyan dangan darahon digdi.","na sinasabi, “Pumunta kayo sa katapat na nayon at sa pagpasok ninyo roon, ay makikita ninyo ang isang nakataling batang asno na hindi pa nasasakyan ng tao. Kalagan ninyo iyon at dalhin ninyo rito."
"Kun may maghapot saindo kun tadaw ta hinuhubadan nindo, sabihan nindo na kaipuhan iyan kan Kagurangnan.”","At kung may magtanong sa inyo, ‘Bakit ninyo kinakalagan iyan? Ganito ang inyong sasabihin, ‘Kailangan siya ng Panginoon.’”"
Kaya nagduman sinda asin nakua an asno siring sa sinabi ni Jesus.,Ang mga sinugo ay pumunta at natagpuan ang ayon sa sinabi niya sa kanila.
"Mantang hinuhubadan ninda an asno, hinapot sinda kan mga kagsadiri, “Tadaw ta hinuhubadan nindo iyan?”","Nang kinakalagan nila ang batang asno, ay sinabi sa kanila ng mga may-ari nito, ‘Bakit ninyo kinakalagan ang batang asno?’"
"“Kaipuhan ini kan Kagurangnan,” an simbag ninda.","At sinabi nila, “Kailangan ito ng Panginoon.”"
Dinara ninda an asno ki Jesus; kinamaderohan ninda an asno kan saindang mga alikboy dangan pinalunad si Jesus.,Dinala nila ito kay Jesus at ipinatong nila ang kanilang mga damit sa batang asno at isinakay nila si Jesus doon.
"Mantang nangangabayo siya, binibiklad kan mga tawo an saindang mga alikboy sa tinampo.","At samantalang siya'y nakasakay, inilalatag ng mga tao ang kanilang mga damit sa daan."
"Kan nagdadangadang na siya sa Jerusalem—palugsot hale sa Bukid nin mga Oliba—an gabos na disipulo nagpoon magpasalamat asin mag-omaw sa Dios sa makosog na tingog huli kan gabos na makangangalas na bagay na nahiling ninda. An sabi ninda,","Nang malapit na siya sa libis ng bundok ng mga Olibo, ang lahat ng napakaraming mga alagad ay nagpasimulang magalak at magpuri sa Diyos nang may malakas na tinig dahil sa lahat ng mga makapangyarihang gawa na kanilang nakita,"
“Paladan an Hade na minadigdi sa ngaran nin Kagurangnan!,"na sinasabi,"
"Katoninongan sa langit, asin kamurawayan sa kaitaasan!”",“Mapalad ang Hari
"Dangan sinabihan si Jesus kan nagkapirang Fariseo na kaiba kan mga tawo, “Maestro, sawayon mo an saimong mga disipulo!”",na dumarating sa pangalan ng Panginoon!
"Sinimbag sinda ni Jesus, “Sinasabihan ko kamo, kun dai sinda maggirong, an mga gapo na an makurahaw.”","Kapayapaan sa langit,"
"Kan harani na si Jesus sa syudad, asin natatanaw na niya ini, tinangisan niya an syudad.",at kaluwalhatian sa kataas-taasan!”
"An sabi niya, “Kun aram mo pa sana sa aldaw na ini an mga kaipuhan para sa katoninongan! Alagad dai mo iyan nahihiling ngunyan!","Ilan sa mga Fariseo na mula sa maraming tao ay nagsabi sa kanya, “Guro, sawayin mo ang iyong mga alagad.”"
"Huli ta maabot an panahon na papalibotan ka nin mga olang kan mga kaiwal mo, tatalikopan ka ninda asin lalaomon.","At sumagot siya, “Sinasabi ko sa inyo na kung tatahimik ang mga ito, ang mga bato'y sisigaw.”"
"Roronoton ka ninda sagkod an saimong mga aki; mayo sindang itatadang gapo na nakapatong sa kapwa gapo, huli ta dai mo minidbid an panahon kan pagdalaw nin Dios saimo!”","Nang malapit na siya at nakita ang lunsod, ito'y kanyang iniyakan,"
Naglaog si Jesus sa Templo saka inalaw paluwas an mga paratinda.,"na sinasabi, “Kung sa araw na ito ay alam mo sana ang mga bagay na tungo sa kapayapaan! Subalit ngayo'y nakakubli ito sa iyong mga mata."
"Sinabihan niya sinda, “Nasusurat: ‘An sakong harong, harong nin pamibi.’ Alagad ginibo nindo ining lungib nin mga parahabon!”","Sapagkat darating sa iyo ang mga araw, na ang mga kaaway mo ay magtatayo ng muog sa palibot mo at papaligiran ka, at gigipitin ka sa bawat panig."
"Nagtukdo si Jesus sa Templo aroaldaw. Hiningowang ipagadan siya kan mga poon na padi, kan mga paratukdo kan Katogonan asin kan mga lider kan banwaan.","At ibabagsak ka sa lupa, ikaw at ang iyong mga anak na nasa iyo. Sa iyo'y hindi sila mag-iiwan ng bato sa ibabaw ng kapwa bato; sapagkat hindi mo kinilala ang panahon ng pagdalaw sa iyo.”"
"Sarong aldaw, mantang si Jesus yaon sa Templo nagtutukdo sa mga tawo asin naghuhulit kan Marahay na Bareta, nag-abot an mga poon na padi saka an mga paratukdo kan Katogonan, kaiba an kamagurangan.","Isang araw, samantalang tinuturuan ni Jesus ang mga taong-bayan sa templo at ipinangangaral ang magandang balita, lumapit ang mga pari at ang mga eskriba na kasama ang matatanda."
"Hinapot ninda si Jesus, “Sabihi daw kami, ano an kapangyarihan mo sa paggibo kan mga bagay na ini? Siisay an nagtao saimo kan kapangyarihan na ini?”","At sinabi nila sa kanya, “Sabihin mo sa amin, sa anong awtoridad mo ginagawa ang mga bagay na ito? O sino ang nagbigay sa iyo ng awtoridad na ito?”"
"Nagsimbag si Jesus, “Hahapoton ko man kamo:","Siya'y sumagot sa kanila, “Tatanungin ko rin kayo ng isang tanong, at sabihin ninyo sa akin:"
"saen hale an kapangyarihan ni Juan sa pagbunyag, sa Dios o sa tawo?”","Ang bautismo ba ni Juan ay mula sa langit, o mula sa mga tao?”"
"Nagpasuruhay sinda, “Kun sabihon tang, ‘Hale sa Dios,’ masabi siya, ‘kun siring tadaw ta dai kamo nagtubod saiya?’","At sila'y nag-usapan sa isa't isa na sinasabi, “Kung sasabihin natin, ‘Mula sa langit,’ ay sasabihin niya, ‘Bakit hindi ninyo siya pinaniwalaan?’"
"Alagad kun sabihon tang, ‘Hale sa tawo,’ gagapoon kita kan gabos na tawo huli ta minimidbid ninda si Juan na sarong propeta.”","Subalit kung sasabihin natin, ‘Mula sa mga tao,’ ay babatuhin tayo ng mga taong-bayan, sapagkat sila'y napapaniwala na si Juan ay isang propeta.”"
Kaya nagsimbag sinda na dai ninda aram.,Kaya't sila'y sumagot na hindi nila nalalaman kung saan iyon nagmula.
"Sinabihan sinda ni Jesus, “Kun siring, dai ko man sasabihon saindo kun saen hale an kapangyarihan ko sa paggibo kan mga bagay na ini.”","At sinabi sa kanila ni Jesus, “Hindi ko rin naman sasabihin sa inyo kung sa anong awtoridad ko ginagawa ang mga bagay na ito.”"
"Dangan nag-osipon si Jesus sa mga tawo kan parabolang ini, “May sarong tawong nagtanom sa saiyang ubasan, ipinaataman iyan sa mga tumatawo, dangan nagduman sa ibang lugar asin haloy na nagbalik.","At sinimulan niyang isalaysay sa taong-bayan ang talinghagang ito: “Isang tao ang nagtanim ng ubasan. Ipinagkatiwala niya ito sa mga magsasaka, at pumunta sa ibang lupain nang mahabang panahon."
"Pag-abot kan tiggunoan kan ubas, sinugo niya an saro niyang sorogoon tanganing kuahon an kahirasan niya sa mga tumatawo. Alagad hinampak kan mga tumatawo an sorogoon dangan pinapuli na mayong dara.","Nang dumating ang panahon ay nagsugo siya ng isang alipin sa mga magsasaka upang siya'y bigyan mula sa bunga ng ubasan, subalit binugbog siya ng mga magsasaka, at pinaalis na walang dala."
"Kaya nagsugo giraray siya nin saro pang sorogoon, alagad hinampak man ini kan mga tumatawo, sinupog dangan pinapuli na mayong dara.","Nagsugo siya ng isa pang alipin, subalit ito'y kanilang binugbog din at hiniya, at pinaalis na walang dala."
"Nagsugo na naman siya nin ikatolong sorogoon, alagad linugadan ninda ini dangan pinahale.",At nagsugo pa siya ng ikatlo. Ito ay kanilang sinugatan at pinagtabuyan.
"Nagsabi an kagsadiri kan ubasan, ‘Ano an gigibohon ko? Marahay pang an namomotan kong aki an sugoon ko; tibaad galangan ninda siya!’","Pagkatapos ay sinabi ng panginoon ng ubasan, ‘Anong gagawin ko? Susuguin ko ang minamahal kong anak, baka siya'y igagalang nila.’"
"Alagad kan mahiling siya kan mga tumatawo, nag-orolay-olay sinda, ‘Iyo ini an aki kan kagsadiri. Gadanon ta siya tanganing mapasatuya an ubasan!’","Subalit nang makita siya ng mga magsasaka ay sinabi nila sa kanilang mga sarili, ‘Ito ang tagapagmana, patayin natin siya upang ang mana ay maging atin.’"
Kaya ginuyod ninda siya paluwas sa ubasan saka ginadan.”,Kaya't kanilang itinapon siya sa labas ng ubasan at pinatay. Ano kaya ang gagawin sa kanila ng panginoon ng ubasan?
"Dangan hinapot sinda ni Jesus, “Ano daw an gigibohon sainda kan kagsadiri kan ubasan?","Siya'y darating at pupuksain niya ang mga magsasakang ito, at ibibigay ang ubasan sa iba.” At nang marinig nila ito ay sinabi nila, “Huwag nawang mangyari.”"
"Dudumanon niya an mga tumatawo dangan gagadanon sinda; pakatapos, ipapaataman niya sa iba an ubasan.”","Subalit tumingin siya sa kanila at sinabi, “Ano nga itong nasusulat,"
"Kan madangog ini kan mga tawo, nagsabi sinda, “Dai man logod iyan mangyari!”",‘Ang batong itinakuwil ng mga tagapagtayo
"Hiniling sinda ni Jesus asin sinabihan, “Kun siring, ano an kahulogan kan nasasabing ini sa kasuratan?",ay siyang naging batong panulok?’
‘An gapong isinikwal kan mga paratugdok,"Ang bawat mahulog sa ibabaw ng batong ito ay magkakadurug-durog, at dudurugin nito ang sinumang mabagsakan nito.”"
iyo an nagin patugmadan na gapo.’,"Pinagsikapan siyang pagbuhatan ng kamay sa oras na iyon ng mga eskriba at ng mga punong pari, sapagkat nahalata nila na sinabi niya ang talinghagang ito laban sa kanila, subalit sila'y natakot sa taong-bayan."
An siisay man na mahulog sa ibabaw kan gapong ini magkakabaraak; alagad an siisay man na mahulogan kan gapong ini maroronot.”,"Kaya't siya'y minatyagan nila at nagsugo ng mga espiya na nagkunwaring matatapat, upang siya'y hulihin sa kanyang salita, para siya'y maibigay sa mga pinuno at awtoridad ng gobernador."
"Nasabotan kan mga paratukdo kan Katogonan asin kan mga poon na padi na sinda an pinapanongdan ni Jesus kan parabolang idto. Naghingowa sindang dakopon si Jesus kan oras na iyan, alagad natakot sinda sa mga tawo.","At kanilang tinanong siya, “Guro, nalalaman namin na ikaw ay nagsasabi at nagtuturo ng matuwid at wala kang pinapanigang tao, kundi itinuturo mo ayon sa katotohanan ang daan ng Diyos."
"Kaya naghalat sinda nin ibang oportunidad na magibo iyan. Sinuholan ninda an nagkapirang tawo na magsagin-sagin, dangan isinubol an mga ini na pataluksohon si Jesus tanganing madara siya sa awtoridad asin kapangyarihan kan gobernador.","Nararapat bang kami ay magbuwis kay Cesar, o hindi?”"
"Naghapot an mga ini ki Jesus, “Maestro, aram mi na tama an mga sinasabi saka mga itinutukdo mo. Aram mi man na mayo kang pinapalaen na tawo, kundi itinutukdo mo an kabotan nin Dios.","Subalit batid niya ang kanilang katusuhan at sinabi sa kanila,"
"Ngunyan, tugot daw sa satong Katogonan na magbayad kita nin buhis ki Cesar o dai?”","“Ipakita ninyo sa akin ang isang denario. Kanino ang larawan at ang nakasulat dito?” At sinabi nila, “Kay Cesar.”"
"Alagad aram ni Jesus an maraot nindang katuyohan kaya nagsabi siya,","At sinabi niya sa kanila, “Kung gayo'y ibigay ninyo kay Cesar ang kay Cesar, at sa Diyos ang sa Diyos.”"
“Tawe daw ako nin sarong kwartang pirak. Kiisay na lalawogon asin ngaran na ini?”,At hindi nila nagawang hulihin siya sa kanyang salita sa harap ng mga taong-bayan. At sa pagkamangha nila sa kanyang sagot sila ay tumahimik.
"“Ki Cesar,” an simbag ninda.","May lumapit sa kanyang ilang Saduceo, na nagsasabing walang muling pagkabuhay."
"Sinabihan sinda ni Jesus, “Kun siring, itao nindo ki Cesar an ki Cesar, asin sa Dios an sa Dios.”","At kanilang tinanong siya, “Guro, isinulat ni Moises para sa amin na kung ang kapatid na lalaki ng isang tao ay mamatay, na may iniwang asawa subalit walang anak, pakakasalan ng lalaki ang balo at bibigyan ng anak ang kanyang kapatid."
"Dai nanggad ninda napatalukso si Jesus sa mga sinabi niya sa atubang nin mga tawo. Napangalas sinda kan mga simbag niya, kaya dai sinda nakagirong.","Ngayon, mayroong pitong magkakapatid na lalaki. Nag-asawa ang panganay, at namatay na walang anak;"
"May nagduman ki Jesus na mga Saduceo, na nagsasabing mayo nin pagkabuhay-liwat. Hinapot ninda si Jesus,",gayundin ang pangalawa;
"“Maestro, nagsurat si Moises kaining pagboot para sato, ‘Kun magadan an sarong lalaki dangan mabayaan an agom niya na mayong aki, kaipuhan agomon kan tugang niyang lalaki an balo, tanganing magkaaki sinda para sa nagadan niyang tugang.’","at pinakasalan ng pangatlo ang babae, at namatay ang pito na pawang walang iniwang anak."
"Igwa kaidto nin pitong magturugang na lalaki. An pinakamatua nag-agom, alagad nagadan na mayong aki.",Pagkatapos ay namatay naman ang babae.
"Inagom kan ikaduwa an balo,","Kaya't sa muling pagkabuhay, sino ang magiging asawa ng babaing iyon sapagkat siya'y naging asawa ng pito."
dangan kan ikatolo. Pareho an nangyari sa pitong magturugang; nagkagaradan sinda gabos na mayo nin aki.,"At sinabi sa kanila ni Jesus, “Ang mga anak ng panahong ito ay nag-aasawa at pinag-aasawa,"
Dangan nagadan man an babae.,"subalit ang mga itinuturing na karapat-dapat makaabot sa panahong iyon at sa muling pagkabuhay mula sa mga patay, ay hindi nag-aasawa o pinag-aasawa."
"Ngunyan, sa aldaw nin pagkabuhay-liwat, siisay sainda an agom kan babaeng ini? Huli ta nagin agom siya ninda gabos!”","Hindi na sila mamamatay pa, sapagkat katulad na sila ng mga anghel at sila'y mga anak ng Diyos, palibhasa'y mga anak ng muling pagkabuhay."
"Nagsimbag si Jesus, “An mga lalaki saka mga babae sa panahon na ini nag-aaragom asin nagpapaaragom,","Subalit ang tungkol sa muling pagkabuhay ng mga patay ay ipinakita maging ni Moises sa kasaysayan tungkol sa mababang punungkahoy, na doon ay tinawag niya ang Panginoon na Diyos ni Abraham, Diyos ni Isaac, at Diyos ni Jacob."
"alagad an mga lalaki asin mga babae na maninigong buhayon liwat para sa buhay na maabot, dai na maagom.","Ngunit siya'y hindi Diyos ng mga patay, kundi ng mga buháy, sapagkat sa kanya silang lahat ay nabubuhay.”"
"Dai na sinda magagadan, huli ta magigin arog na sinda sa mga anghel. Sinda mga aki nin Dios, huli ta nabuhay sinda liwat.","At ang ilan sa mga eskriba ay sumagot, “Guro, mahusay ang iyong pagsagot.”"
"Malinaw na pinatunayan ni Moises na an gadan mabubuhay liwat. Sa kasuratan dapit sa naglalaad na sadit na kahoy, inaapod niyang Kagurangnan an Dios ni Abraham, ni Isaac, asin ni Jacob.",Sapagkat hindi na sila nangahas magtanong pa sa kanya ng anuman.
"Siya an Dios kan mga buhay, bako kan mga gadan—an gabos nabubuhay saiya.”","Kaya't sinabi niya sa kanila, “Paano nila nasasabi na ang Cristo ay anak ni David?"
"Nagsabi an nagkapirang paratukdo kan Katogonan, “Maestro, marahay an simbag mo!”","Gayong si David mismo ang nagsasabi sa aklat ng Mga Awit,"
Poon kaidto dai na sinda nangahas na maghapot ki Jesus.,‘Sinabi ng Panginoon sa aking Panginoon;
"Nagsabi si Jesus sainda, “Paano ninda masasabi na an Cristo aki ni David?","“Maupo ka sa aking kanan,"
"Huli ta si David mismo nagsabi sa libro kan mga Salmo,",hanggang sa ang iyong mga kaaway ay gawin kong tuntungan ng iyong mga paa.”’
‘An Kagurangnan nagsabi sa sakong Kagurangnan:,"Tinatawag siya ni David na Panginoon, kaya't paanong siya'y naging anak niya?”"
"Tumukaw ka digdi sa too ko,","At sa pandinig ng lahat ng mga tao ay sinabi niya sa kanyang mga alagad,"
sagkod na gibohon kong tungtongan kan mga bitis mo an mga kaiwal mo.’,"“Mag-ingat kayo sa mga eskriba na nagnanais lumakad na may mahahabang damit, at gustung-gusto ang mga pagpupugay sa mga pamilihan, ang pangunahing upuan sa mga sinagoga, at ang mga mararangal na lugar sa mga handaan."
"Kun ‘Kagurangnan’ an apod saiya ni David, paano siyang magin aki ni David?”","Nilalamon nila ang mga bahay ng mga balo, at sa pagkukunwari ay nananalangin sila ng mahahaba. Sila ay tatanggap ng lalong malaking kahatulan.”"
Nangalagkalag si Jesus asin namasdan niya an mga mayaman na naghuhulog kan saindang mga dolot sa lalagan nin limos kan Templo.,"Siya'y tumingala, at nakita niya ang mayayaman na naglalagay ng kanilang mga handog sa kabang-yaman."
Namasdan man niya an sarong dukhang babaeng balo na naghulog man nin duwang kobreng kwarta.,Nakita rin niya ang isang mahirap na babaing balo na naglalagay ng dalawang kusing.
"Nagsabi si Jesus, “Sa katotoohan sinasabihan ko kamo, mas dakul an ilinimos kan dukhang balong ini ki kan ilinimos ninda gabos;","At sinabi niya, “Katotohanang sinasabi ko sa inyo, ang mahirap na babaing balong ito ay naglagay ng higit kaysa kanilang lahat."
"huli ta sinda gabos nagtao kan sobra nindang kwarta, alagad siya sa saiyang pagkadukha, nagtao kan gabos niyang ikabubuhay.”","Sapagkat silang lahat ay naglagay mula sa kanilang kasaganaan, samantalang siya mula sa kanyang kahirapan ay inilagay ang lahat ng kanyang kabuhayan.”"
"Nag-oorolay an nagkapirang disipulo dapit sa Templo na labi kagayon huli kan mga mahalagang gapo asin kan mga dolot sa Dios. Sinabihan sinda ni Jesus,","At habang nagsasalita ang ilan tungkol sa templo, kung paanong ito'y napalamutian ng magagandang bato at ng mga handog ay kanyang sinabi,"
“Maabot an panahon na mayo diyan nin matatada ni sarong gapo sa ibabaw nin saro pang gapo; an gabos marurumpag.”,"“Tungkol sa mga bagay na ito na inyong nakikita ay darating ang mga araw na walang maiiwan dito ni isang bato sa ibabaw ng kapwa bato, na hindi ibabagsak.”"
