source,reference,translation
"There is but one law on this matter for you, immigrant or citizen alike, because I am the LORD your God.",Magkakaroon kayo ng isa lamang batas para sa dayuhan at para sa katutubo; sapagkat ako ang Panginoon ninyong Diyos.”,"Mayroon lamang kayong isang kautusan sa bagay na ito, maging ang lumilipad o ang lumilipad, sapagkat ako ang Panginoon mong Diyos."
"“In no uncertain terms, we demanded that you not teach in this name. And look at you! You have filled Jerusalem with your teaching. And you are determined to hold us responsible for this man’s death.”","Ibinangon ng Diyos ng ating mga ninuno si Jesus, na inyong pinatay nang ibitin siya sa isang punungkahoy.","Hindi namin sinabi sa inyo na huwag kayong magturo sa pangalan na ito, ngunit narito, inyong punong-puno ang Jerusalem sa inyong pagtuturo, at kayo'y nagnanais na kami'y itanong sa dugo ng taong ito."
"Laban went into Jacob’s tent, Leah’s tent, and her two servants’ tent and didn’t find them.","Kaya pumasok si Laban sa tolda nina Jacob, Lea, at ng dalawang alilang babae, subalit hindi niya natagpuan. Lumabas siya sa tolda ni Lea at pumasok sa tolda ni Raquel.","At si Laban ay pumasok sa tolda ni Jacob, sa tolda ni Lea, at sa tolda ng kanyang dalawang lingkod, at hindi niya sila natagpuan."
"So David went there, along with his two wives: Ahinoam from Jezreel and Abigail, Nabal’s widow, from Carmel.","nagpadala ng mga sugo si David sa mga lalaki sa Jabes-gilead, at sinabi sa kanila, “Pagpalain nawa kayo ng Panginoon , sapagkat kayo'y nagpakita ng ganitong katapatan kay Saul na inyong panginoon, at inyong inilibing siya!","Kaya't pumunta roon si David at ang kanyang dalawang asawa, si Ahinoam na taga-Jezreel at si Abigail na balo ni Nabal na taga-Carmel."
"Jesus was sitting on the Mount of Olives across from the temple. Peter, James, John, and Andrew asked him privately,","Samantalang siya'y nakaupo sa bundok ng mga Olibo sa tapat ng templo, tinanong siya nang lihim nina Pedro, Santiago, Juan, at Andres,","At nang siya'y nakaupo sa bundok ng mga Olibo, sa harap ng templo, si Pedro, si Santiago, si Juan, at si Andres ay nagtanong sa kanya nang pribado,"
She was confused by these words and wondered what kind of greeting this might be.,Subalit siya'y lubhang naguluhan sa sinabing iyon at inisip niya sa kanyang sarili kung anong uri ng pagbati kaya ito.,"At siya'y nakabigla sa mga salita na ito, at nag-iisip kung ano ang pangako na ito."
"Shaaraim, Adithaim, Gederah, and Gederothaim. In total: fourteen cities and their surrounding areas.","Dilan, Mizpe, Jokteel,","Si Shaaraim, si Aditaim, si Gedera, at si Gederotaim; ang lahat ng mga lunsod ay labing apat, kasama ang kanilang mga lupain."
"They couldn’t trap him in his words in front of the people. Astonished by his answer, they were speechless.",At hindi nila nagawang hulihin siya sa kanyang salita sa harap ng mga taong-bayan. At sa pagkamangha nila sa kanyang sagot sila ay tumahimik.,"Kaya't sila'y hindi siya nakakatanggap sa kanyang mga salita sa harap ng mga tao; at sila'y nagtataka sa kanyang sagot, kaya't sila'y hindi nagsalita."
Then David sang this funeral song for Saul and his son Jonathan.,Paano nabuwal ang magigiting!,Pagkatapos ay inawit ni David ang kanta na ito para kay Saul at kay Jonathan na kanyang anak.
"His father Isaac said to him, “Come here and kiss me, my son.”","Nawa'y bigyan ka ng Diyos ng hamog ng langit,","Sinabi sa kanya ng kanyang ama na si Isaac, Sumapit ka sa akin at huminga sa akin, anak ko."
Who is weak without me being weak? Who is led astray without me being furious about it?,"Sino ang mahina, at ako ba'y hindi mahina? Sino ang natitisod, at ako'y di nag-iinit?","Sino ang mahina, at ako'y hindi mahina? Sino ang nahihirapan, at ako'y hindi nagagalit?"
Or what king would go to war against another king without first sitting down to consider whether his ten thousand soldiers could go up against the twenty thousand coming against him?,"O sinong hari, na pupunta sa pakikidigma laban sa ibang hari, ang hindi muna uupo at mag-iisip kung siya na may sampung libo ay kayang humarap sa may dalawampung libo na dumarating laban sa kanya?",O anong hari ang makikipagdigma sa ibang hari na hindi unang umupo upang mag-isip kung ang kanyang sampung libong sundalo ay maaaring pumunta laban sa dalawang pulong libong na dumarating laban sa kanya?
"They sing the song of Moses, God’s servant, and the song of the Lamb, saying,","At inaawit nila ang awit ni Moises na alipin ng Diyos, at ang awit ng Kordero na sinasabi,","Sila'y nagkanta ng awit ni Moises na lingkod ng Diyos, at ng awit ng Kordero, na sinasabi,"
Then he told Levi:,"At tungkol kay Levi ay kanyang sinabi,","At sinabi niya kay Levi,"
"The early produce of everything in their land, which they bring to the LORD , will be yours. Anyone who is clean in your household may eat it.","Ang mga unang hinog na bunga ng lahat na nasa kanilang lupain, na kanilang dinadala sa Panginoon ay magiging iyo; bawat malinis sa iyong bahay ay kakain niyon.","Ang unang bunga ng lahat ng mga bunga ng kanilang lupain, na kanilang dadalhin sa Panginoon, ay magiging inyong; ang alinman sa inyong mga sambahayan na malinis ay makakain nito."
In the fifth year you can eat the fruit. This is so as to increase its produce for you; I am the LORD your God.,At sa ikalimang taon ay makakakain na kayo ng bunga niyon upang lalong magbunga ang mga ito para sa inyo: Ako ang Panginoon ninyong Diyos.,"At sa ikalimang taon ay kakain ninyo ang bunga nito, upang lumaki ang bunga nito para sa inyo; ako ang Panginoon ninyong Diyos."
"Now look. The LORD has kept me alive, exactly as he promised. It is forty-five years since the LORD spoke about this to Moses. It was while Israel was journeying in the desert. Now look. Today I’m 85 years old.","At ngayon, gaya ng kanyang sinabi, iningatan akong buháy ng Panginoon , nitong apatnapu't limang taon, mula nang panahong sabihin ng Panginoon ang salitang ito kay Moises, samantalang lumalakad ang Israel sa ilang. Sa araw na ito ako'y walumpu't limang taong gulang na.","Ngayon, tingnan mo, aking iniingatan ng Panginoon ang aking buhay, gaya ng kaniyang ipinangako, sa loob ng apatnapung limang taon mula nang sabihin ng Panginoon sa kanya ang bagay na ito, nang ang Israel ay naglalakad sa ilang; ngayon, tingnan mo, ako'y walumpung taon na ngayon."
"Bezer in the wilderness on the plateau for the Reubenites, Ramoth in Gilead for the Gadites, and Golan in Bashan for the Manassites.","Ang Bezer sa ilang, sa kapatagang lupa na para sa mga Rubenita; at sa Ramot sa Gilead na para sa mga Gadita; at ang Golan sa Basan na para sa mga anak ni Manases.","Ang Bezer sa ilang sa kapatagan ay para sa mga anak ni Ruben, ang Ramot sa Galaad ay para sa mga anak ni Gad, at ang Golan sa Basan ay para sa mga anak ni Manases."
So encourage each other with these words.,Kaya't mag-aliwan kayo sa isa't isa ng mga salitang ito.,Kaya't magtibay kayo sa isa't-isa sa pamamagitan ng mga salitang ito.
"Joshua let Rahab the prostitute live, her family, and everyone related to her. So her family still lives among Israel today, because she hid the spies whom Joshua had sent to scout out Jericho.","Ngunit si Rahab na upahang babae, ang sambahayan ng kanyang ama, at ang lahat niyang ari-arian ay iniligtas ni Josue. Siya'y nanirahang kasama ng Israel hanggang sa araw na ito, sapagkat kanyang ikinubli ang mga sugo na ipinadala ni Josue upang maniktik sa Jerico.","Kaya't iniligtas ni Josue si Rahab, ang dalaga, at ang kanyang pamilya, at ang lahat ng kanyang mga kamag-anak. Kaya't ang kanyang pamilya ay naninirahan sa gitna ng Israel hanggang sa araw na ito, sapagkat tinago niya ang mga espiya na ipinadala ni Josue upang mag-espiya ng Jerico."
"Then Saul said, “Decide between me and my son Jonathan.” And Jonathan was selected.",Pagkatapos ay huminto na si Saul sa pagtugis sa mga Filisteo; at ang mga Filisteo ay umuwi sa kanilang sariling lugar.,"Kaya't sinabi ni Saul, Pahintulot mo sa pagitan ko at ng aking anak na si Jonathan. At pinili si Jonathan."
"because you are pregnant and will give birth to a son. Don’t allow a razor to shave his head, because the boy is going to be a nazirite for God from birth. He’ll be the one who begins Israel’s rescue from the power of the Philistines.”","ikaw ay maglilihi at manganganak ng isang lalaki. Walang pang-ahit na daraan sa kanyang ulo sapagkat ang bata ay magiging Nazirita sa Diyos, mula sa sinapupunan, at kanyang pasisimulang iligtas ang Israel sa kamay ng mga Filisteo.”","Sapagkat ikaw ay buntis at magpapaanak ng isang anak na lalaki. Huwag mong patayin ang kanyang ulo sa pamamagitan ng isang gulong, sapagkat ang bata ay magiging isang Nazareo sa Diyos mula sa kanyang kapanganakan, at siya ang magsisimula sa pagligtas sa Israel mula sa kamay ng mga Filisteo."
"All of them are giving out of their spare change. But she from her hopeless poverty has given everything she had, even what she needed to live on. ”","Sinabi niya sa kanyang pagtuturo, “Mag-ingat kayo sa mga eskriba, na ibig magpalakad-lakad na may mahahabang damit, at batiin na may paggalang sa mga pamilihan.","Lahat ng mga ito ay nagbigay mula sa kanilang labis na kayamanan, ngunit siya, mula sa kanyang malaking kahirapan, ay nagbigay ng lahat ng kanyang pag-aari, ang lahat ng kanyang pangangailangan sa buhay."
"Brothers and sisters, I’m talking to you as people who know the Law. Don’t you know that the Law has power over someone only as long as he or she lives?","O hindi ba ninyo nalalaman, mga kapatid (sapagkat ako'y nagsasalita sa mga nakakaalam ng kautusan), na ang kautusan ay umiiral lamang sa tao habang siya'y nabubuhay pa?","Hindi ba ninyo alam, mga kapatid, na ako'y nagsasalita sa inyo bilang mga taong may kaalaman sa kautusan, na ang kautusan ay may kapangyarihan sa isang tao habang siya'y nabubuhay lamang?"
"The owner of the vineyard said, ‘What should I do? I’ll send my son, whom I love dearly. Perhaps they will respect him.’","Pagkatapos ay sinabi ng panginoon ng ubasan, ‘Anong gagawin ko? Susuguin ko ang minamahal kong anak, baka siya'y igagalang nila.’","Kaya't sinabi ng may-ari ng ubas, Ano ang gagawin ko? Ipapadala ko ang aking anak na mahal ko, baka siya'y pahalagahan nila."
"All those enlisted in Reuben’s camp with their military units are 151,450. They will march second.","Lahat ng nabilang sa kampo ni Ruben ay isandaan at limampu't isang libo apatnaraan at limampu, ayon sa kanilang mga pangkat. Sila ang pangalawang susulong.","Ang lahat ng mga lalaki sa kampo ni Ruben, sa kanilang mga hukbo, ay isang pulug limang libo at apat na pulug limang, at sila'y magiging ikalawang."
"Afterward, Jesus went out and saw a tax collector named Levi sitting at a kiosk for collecting taxes. Jesus said to him, “ Follow me. ”","Iniwan niya ang lahat, tumayo, at sumunod sa kanya.","Pagkatapos ng mga bagay na iyon, lumabas si Jesus at nakita niya ang isang maniningil ng buwis na tinatawag na Levi, na nakaupo sa poste ng buwis, at sinabi sa kanya, Sunod mo ako."
"There wasn’t one city that made peace with the Israelites, except the Hivites who lived in Gibeon. They captured every single one in battle.","Walang bayang nakipagpayapaan sa mga anak ni Israel, maliban sa mga Heveo na mga taga-Gibeon; kanilang kinuhang lahat sa pakikipaglaban.","Walang lunsod na nakikipagkapayapaan sa mga anak ni Israel maliban sa mga Hewihanon na naninirahan sa Gibeon, at kanilang nakuha ang bawat isa sa labanan."
Pray to the LORD ! Enough of God’s thunder and hail! I’m going to let you go. You don’t need to stay here any longer.”,"Pakiusapan ninyo ang Panginoon , sapagkat nagkaroon na ng sapat na kulog at yelong ulan. Papayagan kong umalis na kayo at hindi na kayo mananatili pa.”","Kayo'y mag-ampo sa Panginoon, na sapat na sa mga tunog at haligi. Kahit kayo'y palalayahin ko, at kayo'y hindi na mananatili dito."
"Nebo, and Baal-meon (whose names were changed), and Sibmah. They named the cities that they built.","ang Nebo, Baal-meon, (na ang pangalan ng mga iyon ay pinalitan,) at ang Sibma. Binigyan nila ng ibang mga pangalan ang mga bayan na kanilang itinayo.","at Nebo, at Baal-meon (ang kanilang mga pangalan ay binago), at Sibma; ang mga lungsod na kanilang itinayo ay kanilang pinangalanan."
"But when I saw that they weren’t acting consistently with the truth of the gospel, I said to Cephas in front of everyone, “If you, though you’re a Jew, live like a Gentile and not like a Jew, how can you require the Gentiles to live like Jews?”","Ngunit nang makita ko na hindi sila lumalakad nang matuwid sa katotohanan ng ebanghelyo, sinabi ko kay Cefas sa harapan nilang lahat, “Kung ikaw, na Judio, ay namumuhay gaya ng mga Hentil at di gaya ng mga Judio, bakit mo pinipilit ang mga Hentil na mamuhay na gaya ng mga Judio?”","Ngunit nang makita ko na sila'y hindi tumutupad ayon sa katotohanan ng ebanghelyo, sinabi ko kay Cefa sa harap ng lahat,Kung ikaw, kahit na ikaw ay isang Judio, ay nabubuhay gaya ng mga Hentil at hindi gaya ng mga Hudio, paano mo ipinapahintulot sa mga Hentil na mabuhay gaya ng mga Hudio?"
"And in the place where it was said to them,","maging sa atin na kanyang tinawag, hindi lamang mula sa mga Judio, kundi mula rin sa mga Hentil?","At sa lugar na kung saan sinabi sa kanila,"
"In those days there was another large crowd with nothing to eat. Jesus called his disciples and told them,","Nang mga araw na iyon, nang magkaroong muli ng napakaraming tao na walang makain, tinawag niya ang kanyang mga alagad at sinabi sa kanila,","Sa mga araw na iyon ay nagkaroon ng isang malaking pulutong na muli na walang kinakain. Tinawag niya ang kanyang mga alagad at sinabi sa kanila,"
"The priest will take the male sheep for the compensation offering and the log of oil, and will lift them as an uplifted offering before the LORD .",At kukunin ng pari ang korderong handog para sa budhing maysala at ang log ng langis at iwawagayway ang mga ito ng pari bilang handog na iwinawagayway sa harapan ng Panginoon .,"Ang pari ay kumuha ng tupa para sa handog ng kapighatian , at ng isang log ng langis , at dadalhin ito ng pari bilang handog sa harapan ng Panginoon ."
"and pleaded with him, “My daughter is about to die. Please, come and place your hands on her so that she can be healed and live.”",Siya'y sumama sa kanya. Sinundan siya ng napakaraming tao at siya'y siniksik nila.,"at hiniling sa kanya, Ang aking anak na babae ay malapit nang mamatay; sumama ka na at ilagay mo ang iyong mga kamay sa kanya upang siya'y maging maayos at mabuhay."
"the place, LORD , that you made your home,",Ang Panginoon ay maghahari magpakailanpaman.”,"ang dako na iyong ginawa na iyong tahanan, Panginoon,"
Those who tended the pigs ran away and told the story in the city and in the countryside. People came to see what had happened.,"Lumapit sila kay Jesus at nakita nila ang inalihan ng mga demonyo na nakaupo roon na may damit at matino ang pag-iisip, ang taong nagkaroon ng isang lehiyon, at sila'y natakot.","Ang mga nag-aalaga sa mga baboy ay tumakas at nagbalita sa bayan at sa mga bayan, at ang mga tao ay nagpunta upang makita kung ano ang nangyari."
