ceb	en
busa si Pablo gipagikan dayon sa mga kaigsoonan sa paglakaw padulong sa dagat, apan si Silas ug si timoteo nagpabilin didto.	the believers immediately sent Paul to the coast, but Silas and Timothy stayed at Berea.
busa si Pablo mipahawa gikan sa ilang taliwala.	at that, Paul left the council.
human niini si Pablo mibiya sa atenas ug miadto sa corinto.	after this, Paul left Athens and went to Corinth.
ug sa matag adlaw nga igpapahulay siya nakiglantugi didto sa sinagoga ug nangabig sa mga judio ug sa mga grego.	every sabbath he reasoned in the synagogue, trying to persuade Jews and Greeks.
kay ako naguban kanimo ug walay manghilabot kanimo aron sa pagdaot kanimo, kay daghan ako ug mga tawo niining siyudara.”	for i am with you, and no one is going to attack and harm you, because i have many people in this city.”
ug siya mipuyo didto sulod sa usa ka tuig ug unom ka bulan, nagtudlo kanila sa pulong sa Dios.	so Paul stayed in Corinth for a year and a half, teaching them the word of God.
nga nagingon, “kining tawhana nangdani sa mga tawo sa pagsimba sa Dios sa paagi nga supak sa balaod.”	“this man,” they charged, “is persuading the people to worship God in ways contrary to the law.”
ug gipagula niya sila gikan sa hukmanan.	so he drove them off.
sa dihang gihangyo siya nila sa pagpabilin ug taastaas pa nga panahon, siya mibalibad.	when they asked him to spend more time with them, he declined.
siya miingon, “ngadto sa unsa ba diay kamo gibautismohan?” sila mitubag kaniya, “ngadto sa bautismo ni Juan.”	so Paul asked, “then what baptism did you receive?” “johns baptism,” they replied.
sa ilang pagkadungog niini, sila gibautismohan diha sa ngalan sa ginoong Jesus.	on hearing this, they were baptized in the name of the Lord Jesus.
silang tanan mga napulo ug duha ka tawo.	there were about twelve men in all.
ug ang Dios naghimo ug talagsaong mga milagro pinaagi sa mga kamot ni Pablo	God did extraordinary miracles through Paul,
ug nagbuhat niini ang pito ka anak nga lalaki ni esceva, usa ka pangulong pari nga judio.	seven sons of sceva, a jewish chief priest, were doing this.
daghan usab sa mga mituo ang miabot, nga mitugan ug misugilon sa ilang mga binuhatan.	many of those who believed now came and openly confessed what they had done.
busa ang pulong sa Ginoo mikaylap ug nagmadaogon pagayo.	in this way the word of the Lord spread widely and grew in power.
ug niadtong panahona nahitabo ang dili gamayng kagubot mahitungod sa dalan.	about that time there arose a great disturbance about the way.
ug si Pablo buot untang moadto ipon sa mga tawo apan gididan siya sa mga tinunan.	Paul wanted to appear before the crowd, but the disciples would not let him.
ug kay dili man malalis kining mga butanga, kinahanglan nga maghilom kamo ug dili magdalidali sa pagbuhat ug bisan unsa.	therefore, since these facts are undeniable, you ought to calm down and not do anything rash.
apan kon mangita pa kamo ug dugang, kini husayon sa naandang tigom subay sa balaod.	if there is anything further you want to bring up, it must be settled in a legal assembly.
ug sa nakasulti na siya niini, iyang gipapauli ang pundok.	after he had said this, he dismissed the assembly.
ug kini sila miuna ug naghulat kanamo sa Troas,	these men went on ahead and waited for us at Troas.
ug didtoy daghang suga sa lawak sa itaas diin kami nagtigom.	there were many lamps in the upstairs room where we were meeting.
ug gidala nila ang batanong lalaki nga buhi, ug sila nalipay.	the people took the young man home alive and were greatly comforted.
sa pagsugat niya kanamo didto sa aso, amo siyang gipasakay ug miabot kami sa mitilene.	when he met us at assos, we took him aboard and went on to mitylene.
gikan sa mileto nagpasugo siya ngadto sa efeso sa pagtawag sa mga kadagkoan sa iglesia.	from Miletus, Paul sent to Ephesus for the elders of the church.
busa, niining adlawa ipamatuod nako kaninyo nga ako walay sala sa dugo ninyong tanan,	therefore, i declare to you today that i am innocent of the blood of any of you.
kay wala man nako itago kaninyo ang tanang katuyoan sa Dios.	for i have not hesitated to proclaim to you the whole will of God.
ako nahibalo nga sa akong pagbiya ang mga bangis nga mga lubo mosulod nganha kaninyo nga walay sayloan sa panon	i know that after i leave, savage wolves will come in among you and will not spare the flock.
wala ako maibog sa plata o bulawan o bisti ni bisan kinsa.	i have not coveted anyones silver or gold or clothing.
ug sa nakasulti na siya niini, siya miluhod ug nagampo uban kanilang tanan.	when Paul had finished speaking, he knelt down with all of them and prayed.
silang tanan mihilak ug si Pablo ilang gigakos ug gihalokan	they all wept as they embraced him and kissed him.
sa dihang nakakita kami ug barko nga motabok ngadto sa fenicia, misakay kami niini ug milawig.	we found a ship crossing over to Phoenicia, went on board and set sail.
ug nanamilit sa usa ug usa. unya nanakay kami sa barko ug sila namauli.	after saying goodbye to each other, we went aboard the ship, and they returned home.
kini siya may upat ka anak nga dalaga nga nagpropesiya.	he had four unmarried daughters who prophesied.
samtang nagpabilin kami didto sulod sa pipila ka adlaw, usa ka propeta nga ginganlan ug agabo miabot gikan sa Judea.	after we had been there a number of days, a prophet named agabus came down from Judea.
ug kay dili man gayod siya madani, mihunong na lamang kami ug miingon, “ang kabubuton sa Ginoo maoy matuman.”	when he would not be dissuaded, we gave up and said, “the lords will be done.”
human niining mga adlawa, nangandam kami ug nanungas ngadto sa Jerusalem.	after this, we started on our way up to Jerusalem.
sa pagabot namo sa Jerusalem, ang mga kaigsoonan midawat nga malipayon kanamo.	when we arrived at Jerusalem, the brothers and sisters received us warmly.
unsaon man niini karon? kay siguro gayod silang makadungog nga ikaw naabot.	what shall we do? they will certainly hear that you have come,
busa, buhata ang among isulti kanimo. kami adunay upat ka tawo nga may panaad.	so do what we tell you. there are four men with us who have made a vow.
ug sa pagabot niya sa hagdanan, siya gialsa na lang sa mga sundalo tungod sa kabangis sa mga tawo,	when Paul reached the steps, the violence of the mob was so great he had to be carried by the soldiers.
kay misunod man ang panon sa mga tawo nga nagsinggit, “patya siya!”	the crowd that followed kept shouting, “get rid of him!”
“mga kaigsoonan ug mga ginikanan, pamatia ang pangatarungan nga karon akong himoon sa inyong atubangan.”	“brothers and fathers, listen now to my defense.”
ug sa pagkadungog nila nga nagsulti siya kanila sa sinultihan nga hebreo, misamot sila paghilom. ug siya miingon:	when they heard him speak to them in aramaic, they became very quiet. then Paul said:
unya nangutana ako, ‘kinsa ka man, Ginoo?’ ug siya mitubag kanako, ‘ako mao si Jesus nga nazaretnon nga imong gilutos.’	““ ‘who are you, Lord?’ i asked. ““ ‘i am Jesus of Nazareth, whom you are persecuting,’ he replied.
unya ang mga kauban nako nakakita sa kahayag, apan wala sila makabati sa tingog sa nagsulti kanako.	my companions saw the light, but they did not understand the voice of him who was speaking to me.
kay ikaw mahimong saksi alang kaniya ngadto sa tanang mga tawo mahitungod sa imong nakita ug nadungog.	you will be his witness to all people of what you have seen and heard.
“sa diha nga mibalik na ako sa Jerusalem ug nagampo didto sa templo, gipanglimotan ako,	“when i returned to Jerusalem and was praying at the temple, i fell into a trance
unya siya miingon kanako, ‘lakaw, kay paadtoon ko ikaw sa layo ngadto sa mga gentil.’ ””	“then the Lord said to me, ‘go; i will send you far away to the Gentiles.’ ””
samtang nagsinggit sila ug nagwarawara sa ilang mga bisti ug nagitsa ug mga abog ngadto sa hangin,	as they were shouting and throwing off their cloaks and flinging dust into the air,
unya ang labawng pangulong pari nga si ananias misugo kanila nga nagtindog tupad kang Pablo sa paghampak kaniya diha sa baba.	at this the high priest ananias ordered those standing near Paul to strike him on the mouth.
kadtong nagtindog sa duol miingon, “mopasipala ba diay ikaw ug sulti batok sa labawng pangulong pari sa Dios?”	those who were standing near Paul said, “how dare you insult gods high priest!”
ug sa pagsulti niya niini, nahitabo ang panaglalis sa mga pariseo ug sa mga saduceo, ug nabahin ang pundok sa mga tawo.	when he said this, a dispute broke out between the Pharisees and the Sadducees, and the assembly was divided.
kapin sa 40 ka tawo ang naghimo niining laraw.	more than forty men were involved in this plot.
ug nagsulat siya ug usa ka sulat nga ingon niini:	he wrote a letter as follows:
“si claudio lisias ngadto sa halangdong gobernador felix, kumosta!	claudius lysias, to his excellency, governor felix: greetings.
ug sa tinguha nga mahibalo sa hinungdan sa ilang sumbong batok kaniya, gidala nako siya ngadto sa ilang sanhedrin.	i wanted to know why they were accusing him, so i brought him to their sanhedrin.
busa ang mga sundalo, sumala sa sugo kanila mikuha kang Pablo, ug sa pagkagabii midala kaniya ngadto sa antipatri.	so the soldiers, carrying out their orders, took Paul with them during the night and brought him as far as antipatris.
ug sa pagkabuntag namalik sila ngadto sa kampo, nagbilin sa mga tigpangabayo sa pagpadayon sa panaw uban kaniya.	the next day they let the cavalry go on with him, while they returned to the barracks.
sa pagabot nila sa cesarea ug natunol ang sulat ngadto sa gobernador, gipaatubang usab nila si Pablo kaniya.	when the cavalry arrived in Caesarea, they delivered the letter to the governor and handed Paul over to him.
ang mga judio usab nangapil sa pagsumbong nga nagpahayag nga kadtong tanan tinuod.	the other Jews joined in the accusation, asserting that these things were true.
ug dili usab sila makapamatuod kanimo mahitungod sa mga butang nga ila karong gisumbong batok kanako.	and they cannot prove to you the charges they are now making against me.
busa kanunay nako nga gipaningkamotan ang pagbaton ug hinlo nga tanlag ngadto sa Dios ug sa mga tawo.	so i strive always to keep my conscience clear before God and man.
sa pagabot na ni festo sa iyang lalawigan, human sa tulo ka adlaw, miadto siya sa Jerusalem gikan sa cesarea.	three days after arriving in the province, festus went up from Caesarea to Jerusalem,
ug ang mga pangulong pari ug ang mga kadagkoan sa mga judio nagpahibalo kaniya batok kang Pablo. ug sila mihangyo kaniya,	where the chief priests and the jewish leaders appeared before him and presented the charges against Paul.
apan si festo mitubag nga si Pablo gibilanggo didto sa cesarea, ug nga siya gayod naghunahuna sa pagadto didto sa dili madugay.	festus answered, “Paul is being held at Caesarea, and i myself am going there soon.
unya sa paglabay na sa pipila ka adlaw, si agripa nga hari ug si bernice miabot sa cesarea aron sa pagyukbo kang festo.	a few days later king agrippa and bernice arrived at Caesarea to pay their respects to festus.
ug si agripa miingon kang festo, “buot akong mamati niining tawhana.” siya mitubag, “ugma, makapamati ikaw kaniya.”	then agrippa said to festus, “i would like to hear this man myself.” he replied, “tomorrow you will hear him.”
kay alang kanako daw dili makatarunganon ang pagpadala ug binilanggo nga walay sumbong nga gipasaka batok kaniya.”	for i think it is unreasonable to send a prisoner on to Rome without specifying the charges against him.”
ug karon ako nagbarog nga gihusay tungod sa paglaom sa saad nga gihimo sa Dios ngadto sa atong mga katigulangan,	and now it is because of my hope in what God has promised our ancestors that i am on trial today.
nganong inyo mang gihukman nga dili katuohan nga ang Dios nagbanhaw sa mga patay?	why should any of you consider it incredible that God raises the dead?
“tungod niini, milakaw ako padulong sa damasco nga may kagahom ug sugo sa pagtugot gikan sa mga pangulong pari.	“on one of these journeys i was going to Damascus with the authority and commission of the chief priests.
