war	tl
Para han mga Levita ini nga pagkaon, kay diri man hira nagtatag-iya hin mga hiagi, ngan para han mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an nga nag-uokoy didto han iyo mga bungto. Makadto hira ngan makuha han ngatanan nga ira kinahanglan. Buhata ini niyo, ngan bebendisyonan kamo han Ginoo nga iyo Dyos dida han ngatanan nga iyo binubuhat.	Iyong kakainin sa harapan ng Panginoon mong Diyos, sa dakong kanyang pipiliin na patatahanan sa kanyang pangalan, ang ikasampung bahagi ng iyong trigo, ng iyong alak at ng iyong langis, at ang mga panganay sa iyong bakahan at sa iyong kawan upang lagi kang matutong matakot sa Panginoon mong Diyos.
“Ha katapos han kada ikapito ka tuig, kinahanglan paraon an ngatanan nga mga utang.	“Sa katapusan ng bawat pitong taon ay magpapatawad ka ng iyong mga pautang.
Sugara hini an pagbuhat: an nagpautang ha iya igkasi Israelita kinahanglan nga paraon na an utang; kinahanglan nga diri na niya sukton an kwarta; an Ginoo ngahaw amo an nagpahayag nga ginpara na an utang.	Ito ang paraan ng pagpapatawad: bawat nagpapautang ay magpapatawad ng kanyang ipinautang sa kanyang kapwa; huwag niyang sisingilin iyon sa kanyang kapwa at sa kanyang kapatid, sapagkat ang pagpapatawad ng Panginoon ay ipinahayag.
Makakahimo kamo hin pagsukot han nautang ha iyo hin usa nga lumalangyaw, kundi ayaw na kamo pagsukot han nautang ha iyo han iyo kalugaringon nga mga tawo.	Sa isang dayuhan ay maaari kang maningil; ngunit anumang pag-aari mo na nasa iyong kapatid ay ipatatawad mo.
“Bebendisyonan kamo han Ginoo nga iyo Dyos didto han tuna nga iya ihahatag ha iyo. Waray bisan usa han iyo mga tawo nga makakablas	Ngunit hindi magkakaroon ng dukha sa inyo sapagkat pagpapalain ka ng Panginoon sa lupain na ibinibigay sa iyo ng Panginoon mong Diyos na pinakamana upang iyong angkinin,
kon magsugot kamo ha iya ngan magtuman kamo hin maupay han ngatanan nga akon iginsusugo ha iyo yana nga adlaw.	kung masikap mong papakinggan ang tinig ng Panginoon mong Diyos, at gagawin ang lahat ng utos na ito na aking iniuutos sa iyo sa araw na ito.
Bebendisyonan kamo han Ginoo sumala han iya iginsaad. Makakahimo kamo hin pagpautang ngadto hin damo nga mga nasod, kundi ayaw kamo pangutang bisan kan kanay; paghahadian niyo in damo nga mga nasod, kundi waray nasod nga maghahadi ha iyo.	Sapagkat pagpapalain ka ng Panginoon mong Diyos, na gaya ng ipinangako niya sa iyo. Ikaw ay magpapautang sa maraming bansa, ngunit hindi ka mangungutang; at ikaw ay maghahari sa maraming bansa, ngunit hindi ka nila paghaharian.
“Kon may makalolooy nga iyo igkasi Israelita ha bisan diin nga mga bungto didto han tuna nga ihahatag ha iyo han Ginoo nga iyo Dyos, ayaw kamo kahalot ngan pagdumiri hin pagbulig ha iya.	“Kung mayroon sa inyong isang dukha, na isa sa iyong mga kapatid, na nasa loob ng iyong mga bayan sa lupaing ibinibigay sa iyo ng Panginoon mong Diyos, ay huwag mong pagmamatigasin ang iyong puso, ni maging maramot sa iyong dukhang kapatid;
Lugod pagmahinatagon kamo ngan pahudma hiya sugad han iya ginkikinahanglan.	kundi iyo ngang bubuksan ang iyong kamay sa kanya, at papautangin mo siya ng sapat para sa kanyang pangangailangan maging anuman iyon.
Ayaw kamo pagdumiri hin pagpahuram ha iya, tungod la nga hirani na an tuig hin pagpara han mga utang. Ayaw itugot niyo in sugad nga maraot nga panhunahuna. Kon dumiri kamo hin pagpautang, masangpit hiya han Ginoo kontra ha iyo, ngan kamo an makakasala.	Pag-ingatan mong huwag mag-isip ng masama, na iyong iisipin, ‘Ang ikapitong taon, na taon ng pagpapatawad ay malapit na;’ at tiningnan mo ng masama ang iyong dukhang kapatid at wala kang ibinigay sa kanya. Siya ay maaaring dumaing sa Panginoon laban sa iyo, at ito'y magiging kasalanan mo.
Ihatag ha iya hin huyayag nga kasingkasing, ngan bebendisyonan kamo han Ginoo ha ngatanan nga iyo pagbubuhaton.	Siya nga'y bibigyan mo, at ang iyong puso'y huwag magdamdam kapag binibigyan mo siya; sapagkat dahil sa bagay na ito'y pagpapalain ka ng Panginoon mong Diyos sa lahat ng iyong gawa, at sa lahat ng hipuin ng iyong kamay.
Dayuday magkakamay-ada mga Israelita nga kablas ngan makalolooy, sanglit nagsusugo ako ha iyo nga magmahinatagon kamo ha ira.	Yamang hindi mawawalan ng dukha sa lupain kailanman, kaya't aking iniutos sa iyo, ‘Buksan mo ang iyong kamay sa iyong kapatid na nangangailangan, at sa dukha na nasa iyong lupain.’
“Kon may igkasi niyo Israelita nga lalake o babaye nga magbaligya ha iyo han iya kalugaringon sugad nga oripon, kinahanglan buhian hiya niyo katapos niya mag-alagad ha iyo sulod hin unom ka tuig. Han pag-abot han ikapito nga tuig kinahanglan buhian hiya niyo.	“Kung ang iyong kapatid na Hebreong lalaki o babae ay ipagbili sa iyo, at maglingkod sa iyo ng anim na taon, sa ikapitong taon ay palalayain mo siya.
Kon buhian na hiya niyo, ayaw hiya pagpalakta nga waray dara.	At kapag pinalaya mo siya, ay huwag mo siyang paalisin na walang dala;
Pabaloni hiya tikang han mga hatag ha iyo han Ginoo —karnero, pagkaon ug bino.	bibigyan mo siya nang sagana mula sa bunga ng iyong kawan, sa iyong giikan at mula sa iyong pisaan ng alak. Kung paanong pinagpala ka ng Panginoon mong Diyos, ay gayon mo siya bibigyan.
Hinumdomi niyo nga mga oripon anay kamo didto ha Ehipto ngan gintalwas kamo han Ginoo nga iyo Dyos; sanglit iginhatag ko ha iyo ini nga sugo.	At aalalahanin mo na ikaw ay naging alipin sa lupain ng Ehipto, at tinubos ka ng Panginoon mong Diyos, kaya't iniuutos ko sa iyo ngayon ang bagay na ito.
“Kundi bangin diri karuyag bumaya ha iyo an iyo oripon; bangin nahigugma na hiya ha iyo ngan han iyo panimalay ngan karuyag niya hin pagpabilin dida ha iyo.	Kung sabihin niya sa iyo, ‘Hindi ako aalis sa iyo;’ sapagkat mahal ka niya at ang iyong sambahayan, sapagkat kinalulugdan mo siya,
Niyan dad-a hiya ngadto han porta han iyo balay ngan didto tuhoga an iya talinga; ngan maooripon na hiya niyo ha bug-os niya nga kinabuhi. Sugara an iyo pagdumara han iyo oripon nga babaye.	ay kukuha ka ng isang pambutas at butasan mo ang kanyang tainga sa pintuan, at siya'y magiging iyong alipin magpakailanman. Gayundin ang iyong gagawin sa iyong aliping babae.
Ayaw pagpakita hin maraot nga buot kon buhian niyo in usa nga oripon; nag-alagad na man hiya ha iyo hin unom ka tuig, ngan an iya suhol katunga la hin kanan sinuholan nga surugoon. Tumana ini niyo ngan bebendisyonan kamo han Ginoo nga iyo Dyos ha ngatanan nga iyo pagbubuhaton.	Hindi dapat maging mabigat sa iyo kapag pinalaya mo na siya mula sa iyo, sapagkat sa kalahati ng halaga ng isang upahang alipin ay naglingkod siya sa iyo ng anim na taon, at pagpapalain ka ng Panginoon mong Diyos sa lahat ng iyong ginagawa.
“Igahin para han Ginoo nga iyo Dyos an ngatanan nga suhag nga mga lalaki han iyo mga baka ngan mga karnero; ayaw niyo gamita hin pag-uma ini nga mga baka ngan ayaw niyo aroti ini nga mga karnero.	“Lahat ng panganay na lalaki na ipinanganak sa iyong bakahan at sa iyong kawan ay iyong itatalaga sa Panginoon mong Diyos. Huwag mong pagtatrabahuhin ang panganay ng iyong baka, ni gugupitan ang panganay ng iyong kawan.
Kada tuig kakaonon ini niyo ngan han iyo mga panimalay ha atubangan han Ginoo didto han usa nga dapit hin pagsingba.	Kakainin mo ito, ikaw at ng iyong sambahayan sa harapan ng Panginoon mong Diyos taun-taon sa lugar na pipiliin ng Panginoon .
Kundi kon may mga dum-it ini nga mga hayop, kon piay o buta ini, o may grabe nga karat-an, kinahanglan diri niyo ini ighalad ngadto han Ginoo nga iyo Dyos.	At kung ito ay may anumang kapintasan, pilay o bulag, anumang masamang kapintasan, ay huwag mong ihahandog sa Panginoon mong Diyos.
Makakahimo kamo hin pagkaon hin sugad nga mga mananap didto han iyo mga balay. Makakakaon kamo ngatanan hini, bisan malinis o mahugaw kamo sumala han seremonyas sugad han iyo pagkaon hin bugsok o hin oso.	Kakainin mo ito sa loob ng iyong mga bayan; ang marumi at ang malinis ay kapwa kakain nito, na para itong maliit na usa o malaking usa.
Kundi ayaw niyo gamita an dugo hini para hin pagkaon; kinahanglan ihuwad ini ngada han tuna.	Huwag mo lamang kakainin ang dugo niyon; ibubuhos mo iyon sa lupa na parang tubig.
“Pagpasidunggi niyo an Ginoo nga iyo Dyos pinaagi hin pagsaurog han Paglabay dida han bulan han Abib; gintalwas kamo niya tikang ha Ehipto dida han gab-i hini nga bulan.	“Magdiriwang ka sa buwan ng Abib, at ipangingilin ang paskuwa sa Panginoon mong Diyos; sapagkat sa buwan ng Abib ay inilabas ka ng Panginoon mong Diyos sa Ehipto sa gabi.
Kadto kamo han usa nga dapit hin pagsingba ngan pag-ihawa niyo didto in usa han iyo mga karnero o mga baka para han Paglabay nga pangaon, ha pagpasidungog han Ginoo nga iyo Dyos.	At iyong iaalay ang paskuwa sa Panginoon mong Diyos, mula sa kawan at sa bakahan, sa lugar na pipiliin ng Panginoon na titirahan ng kanyang pangalan.
Kon magsaurog kamo hini nga pangaon, ayaw kamo pagkaon hin tinapay nga may-ada patubo. Sulod hin pito ka adlaw kakaonon niyo in tinapay nga waray patubo, sugad han iyo ginbuhat han pagbaya niyo hin kadagmitan didto ha Ehipto. Kaona niyo ini nga tinapay—kay tigaman ini nga tinapay han iyo pag-antos—basi, samtang nga buhi pa kamo, mahinunumdom kamo han adlaw han paggawas niyo han Ehipto, ito nga dapit hin pag-antos.	Huwag kang kakain ng tinapay na may pampaalsa. Pitong araw na kakainin mo sa paskuwa ang tinapay na walang pampaalsa, ang tinapay ng kahirapan; sapagkat umalis kang nagmamadali sa lupain ng Ehipto, upang iyong maalala ang araw nang umalis ka sa lupain ng Ehipto sa lahat ng mga araw ng iyong buhay.
Sulod hin pito ka adlaw waray gud iparatubo didto han tagsatagsa nga balay; ngan an karne han hayop nga gin-ihaw dida han gab-i han syahan nga adlaw kinahanglan kaonon hito ngahaw nga gab-i.	Walang makikitang pampaalsa sa iyo sa lahat ng iyong mga nasasakupan sa loob ng pitong araw. Alinman sa laman na iyong inihandog sa paglubog ng araw sa unang araw ay walang mananatili sa magdamag hanggang sa umaga.
5-6 “Ihawa niyo an hayop han Paglabay didto han usa nga dapit hin pagsingba; diri didto hin iba nga dapit han tuna nga ighahatag ha iyo han Ginoo nga iyo Dyos. Buhata ini ha pagkatunod han adlaw, kay amo ini an takna han adlaw han pagbaya niyo ha Ehipto.	Huwag mong ihahandog ang paskuwa sa loob ng alinman sa iyong mga bayan na ibinibigay sa iyo ng Panginoon mong Diyos,
Lagaa niyo an karne ngan kaona ini didto hin usa nga dapit hin pagsingba; ngan pangoli kamo ha pagkaaga.	kundi sa lugar na pipiliin ng Panginoon mong Diyos na titirahan ng kanyang pangalan. Doon mo ihahandog ang paskuwa sa pagtatakipsilim, sa paglubog ng araw, sa panahon nang ikaw ay umalis sa Ehipto.
Sulod han sunod nga unom ka adlaw kakaonon niyo in tinapay nga waray patubo, ngan dida han ikapito nga adlaw pagtirok kamo hin pagsingba han Ginoo nga iyo Dyos, ngan ayaw kamo pagtrabaho hito nga adlaw.	Ito ay iyong lulutuin at kakainin sa lugar na pipiliin ng Panginoon mong Diyos. Kinaumagahan ay babalik ka at uuwi sa iyong mga tolda.
“Pag-ihap kamo hin pito ka semana tikang han pagtikang niyo hin pag-ani,	Anim na araw na kakain ka ng tinapay na walang pampaalsa, at sa ikapitong araw ay magiging isang taimtim na pagtitipon sa Panginoon mong Diyos; huwag kang gagawa ng anumang gawa sa araw na iyan.
ngan pagsauroga an Pyesta han Pag-ani ha pagpasidungog han Ginoo nga iyo Dyos pinaagi hin pagdara ha iya hin maupay nga kaburot-on nga halad nga tumbas han mga kaupayan nga iginhatag niya ha iyo.	“Pitong sanlinggo ang iyong bibilangin; mula sa panahong pinasimulan mong ilagay ang panggapas sa mga nakatayong trigo ay magpapasimula kang bumilang ng pitong sanlinggo.
Pagmalipayon kamo didto ha atubangan han Ginoo kaupod han iyo mga anak, iyo mga surugoon, ngan han mga Levita, mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an nga nag-uokoy didto han iyo mga bungto. Pagbuhata ini niyo didto hin usa nga dapit hin pagsingba.	At ipagdiwang mo ang Pista ng mga Sanlinggo sa Panginoon mong Diyos na may parangal na kusang-loob na handog, na iyong ibibigay ayon sa pagpapala sa iyo ng Panginoon mong Diyos;
Talinguhaa gud niyo hin pagtuman hini nga mga sugo; ayaw niyo hingalimti nga mga oripon kamo didto ha Ehipto.	ikaw at ang iyong anak na lalaki at babae, ang iyong aliping lalaki at babae, ang Levita na nasa loob ng iyong mga bayan, ang dayuhan, ang ulila, ang babaing balo na kasama mo ay magagalak sa harapan ng Panginoon sa lugar na pipiliin ng Panginoon mong Diyos na titirahan ng kanyang pangalan.
“Katapos niyo maggiok han ngatanan niyo nga mga gin-ani, ngan magpii han ngatanan niyo nga mga ubas, pagsauroga niyo an Pyesta han mga Payagpayag sulod hin pito ka adlaw.	Iyong aalalahanin na ikaw ay naging alipin sa Ehipto. Masikap mong gawin ang mga tuntuning ito.
Pagpahimulosi ini niyo kaupod han iyo mga anak, iyo mga surugoon, ngan han mga Levita, mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an nga nag-uokoy didto han iyo mga bungto.	“Iyong ipagdiriwang nang pitong araw ang Pista ng mga Tolda, pagkatapos mong matipon ang aning mula sa iyong giikan at sa pisaan ng ubas.
Pagpasidunggi niyo an Ginoo nga iyo Dyos pinaagi hin pagsaurog hini nga pyesta sulod hin pito ka adlaw didto hin usa nga dapit hin pagsingba. Pagmalipayon kamo kay ginbendisyonan han Ginoo an iyo mga gin-ani ngan an iyo mga buhat.	Ikaw at ang iyong anak na lalaki at babae, at ang iyong aliping lalaki at babae, ang Levita, ang dayuhan, ang ulila, at ang babaing balo na kasama ng iyong mga bayan ay magagalak sa iyong pagpipista.
“Kinahanglan makadto an ngatanan nga kalalaken-an han iyo nasod hin pagsingba han Ginoo didto hin usa nga dapit hin pagsingba hin makatulo ha usa ka tuig: ha Pyesta han Paglabay, ha Pyesta han Pag-ani, ngan ha Pyesta han mga Payagpayag. Kinahanglan magdara hin regalo an kada lalake,	Pitong araw na ipagdiriwang mo ang pista sa Panginoon mong Diyos sa lugar na pipiliin ng Panginoon , sapagkat pagpapalain ka ng Panginoon mong Diyos sa lahat ng iyong bunga, at sa lahat ng gawa ng iyong mga kamay, at ikaw ay lubos na magagalak.
sugad han iya mahihimo nga tumbas han mga kaupayan nga iginhatag ha iya han Ginoo nga iyo Dyos.	“Tatlong ulit sa isang taon na ang iyong mga kalalakihan ay haharap sa Panginoon mong Diyos sa lugar na kanyang pipiliin: sa Pista ng Tinapay na walang Pampaalsa, sa Pista ng mga Sanlinggo, at sa Pista ng mga Tolda. Huwag silang haharap sa Panginoon na walang dala.
“Pagtudlok kamo hin mga maghurukom ngan iba nga mga opisyal didto han kada bungto nga ihahatag ha iyo han Ginoo nga iyo Dyos. Kinahanglan maghukom hira han mga tawo hin waray pinaurog.	Bawat lalaki ay magbibigay ng kanyang kaya, ayon sa pagpapala na ibinigay sa iyo ng Panginoon mong Diyos.
Kinahanglan matadong hira ngan diri magpakita nga may-ada hira pinalabi dida han ira mga paghukom; ngan diri hira kumarawat hin mga hukip, kay nakakabuta an mga regalo bisan han makinaadmananon ngan tangkod nga mga tawo, ngan nakakaaghat ha ira hin paghatag hin diri matadong nga mga paghukom.	“Magtatalaga ka ng mga hukom at ng mga pinuno sa lahat ng mga bayan na ibinibigay sa iyo ng Panginoon mong Diyos, ayon sa iyong mga lipi, at sila'y maggagawad sa bayan ng matuwid na paghatol.
Dayuday pagmaupay ngan pagmatadong kamo basi makatag-iya kamo han tuna nga ihinahatag ha iyo han Ginoo nga iyo Dyos ngan basi magpadayon kamo hin pag-ukoy didto.	Huwag mong babaluktutin ang katarungan; huwag kang magtatangi ng mga tao, ni tatanggap ng suhol; sapagkat ang suhol ay bumubulag ng mga mata ng marunong, at inililiko ang mga salita ng matuwid.
“Kon maghimo kamo hin altar para han Ginoo nga iyo Dyos, ayaw niyo isapit ha altar in kahoy nga tigaman han diyosa nga hi Asera.	Tanging ang katarungan at katarungan lamang ang iyong susundin, upang mabuhay ka at magmana ng lupaing ibinibigay sa iyo ng Panginoon mong Diyos.
Ayaw liwat niyo pagtindogi hin harigi nga bato para hin pagsingba hin diyosdiyos; nangangalas hini an Ginoo .	“Huwag kang magtatanim ng anumang puno tulad ng sagradong poste sa tabi ng dambana na iyong gagawin para sa Panginoon mong Diyos.
“Ayaw kamo paghalad ngadto han Ginoo nga iyo Dyos hin baka o karnero nga may mga dum-it; nangangalas hini an Ginoo .	“Huwag kang maghahandog sa Panginoon mong Diyos ng baka o tupa na may dungis o anumang kapintasan; sapagkat ito'y karumaldumal sa Panginoon mong Diyos.
“Pananglit hibatian niyo nga ha usa han iyo mga bungto may-ada lalake o babaye nga nakasala kontra han Ginoo ngan waray magtuman han iya ginsaaran	“Kung may matagpuan sa gitna mo, sa loob ng alinman sa iyong mga bayan na ibinigay sa iyo ng Panginoon mong Diyos, na lalaki o babae na gumagawa ng kasamaan sa paningin ng Panginoon mong Diyos, na lumalabag sa kanyang tipan,
pinaagi hin pagsingba ngan pag-alagad hin iba nga kadiyosan, o han adlaw, o han bulan, o han mga bitoon, nga supak han sugo han Ginoo .	at umalis at naglingkod sa ibang mga diyos, at sumamba sa kanila, o sa araw, sa buwan, o sa anumang bagay na nasa langit na ipinagbabawal ko,
Kon hibatian niyo in sugad nga sumat, usisaha gud ini hin maupay. Kon matuod nga nahinabo ini nga maraot nga butang ha Israel,	at ito ay masabi sa iyo, at iyong mabalitaan, ay iyo ngang sisiyasating mabuti. Kung totoo na ang gayong karumaldumal na bagay ay nagawa sa Israel,
niyan dad-a niyo ito mga tawo ha gawas han bungto ngan pagbatoa hiya ngada han kamatay.	ay iyo ngang ilalabas sa iyong mga pintuang-bayan ang lalaki o babaing iyon na gumawa ng bagay na masama at iyong babatuhin ng mga bato ang lalaki at babae, hanggang sila'y mamatay.
Kundi pagpapatayon la hiya kon may duha o tulo nga mga testigo nga magpapamatuod kontra ha iya; diri hiya papatayon kon usa la an testigo.	Sa bibig ng dalawa o tatlong saksi ay papatayin ang dapat mamatay; sa bibig ng isang saksi ay hindi siya papatayin.
An mga testigo amo an mabalong han syahan nga mga bato, ngan katapos pagbabatoon ito nga tawo han iba nga mga tawo. Ha sugad hini nga paagi makukuha niyo ini nga karat-an.	Ang kamay ng mga saksi ay siyang unang papatay sa kanya at pagkatapos ay ang kamay ng buong bayan. Ganito mo aalisin ang kasamaan sa gitna mo.
“Bangin may-ada magkuri hin duro nga turuhayon nga mga kalipongan han mga maghurukom didto han iyo mga bungto mahitungod hin mga katungod hin mga hiagi, o pagkasamad hin lawas hin tawo, o adton mga kalipongan hin magkalainlain nga pakamatay. Kon nahinabo ini, kadto kamo han usa nga dapit hin pagsingba nga ginpili han Ginoo nga iyo Dyos,	“Kung magkakaroon ng usapin na napakahirap para sa iyo na hatulan, sa isang uri ng pagpatay at iba pa, karapatang ayon sa batas at iba pa, isang uri ng pananakit at iba pa o anumang usapin sa loob ng iyong mga bayan, ikaw nga'y titindig at pupunta sa lugar na pipiliin ng Panginoon mong Diyos.
