msb	hil
Adto didto an bubon sadtoʼn Jacob. Nag-ingkod si Jesus sa kilid sani kay pagal siya sa iya paglakaton kag maalas dose na sadto.	Yadto pa didto ang bubon ni Jacob, kag si Jesus nga ginkapoy tungod sa panglakaton, nagpungko sa bibi sang bubon. Mga udtong adlaw gid sadto.
Taud-taod may nag-abot na Samaritana na maalog. Ginsabihan ni Jesus an babayi, “Painuma man.”	Nag-abot ang isa ka babayi nga taga-Samaria sa pagsag-ob, kag si Jesus nagsiling sa iya, “Paimna ako.” (
Myintras an iya mga disipulos naman adto na sa lungsod agod magbakal sin makaon.	Kay ang iya mga gintuton-an nagkadto sa banwa sa pagbakal sang pagkaon.)
Ginsabihan siya san Samaritana, “Nano, ikaw na Judio mangayo sa akon sin mainom na ako Samaritana?” (Nagsabi siya sani kay an mga Judio dili nakiupod sa mga Samaritano.)	Ang babayi nga taga-Samaria nagsabat, “Ikaw Judio kag ako Samariahanon, ngaa bala nga nagapangayo ka sa akon nga paimnon ko ikaw?” (Kay ang mga Judio kag mga Samariahanon wala nagaayuhay.)
Nagsabat si Jesus, “Kun aram mo lang an ginahatag san Dios kag kun sin-o ini na nagapangayo sa imoʼn mainom, ikaw pa an mangayo sa iya kag pagahatagan sin tubig na nagahatag-buhay.”	Si Jesus nagsabat, “Kon imo lang nahibaluan kon ano ang ginahatag sang Dios, kag kon sin-o ang nagapangayo sa imo sang tubig, magapangayo ka kuntani sa iya kag sia magahatag sa imo sang tubig nga nagahatag sang kabuhi.”
An hunga naman sa iya san babayi, “Sir, wara ka sin ikatimba kag hadalom an bubon. Diin ka makuha sana na tubig na nagahatag-buhay.	Ang babayi nagsiling, “Sir, wala ikaw sing timba kag ang bubon madalom. Diin bala ikaw makuha sang tubig nga nagahatag sang kabuhi?
Pwera pa sani, ginhimo ini kasadto san amon kalulululuhi na si Jacob para sa amon kag didi siya mag-inom kag san iya mga kaanakan, bisan man ginpainuman san iya mga kahayupan. Nano, mas labaw ka pa sa iya?”	Ang amon amay nga si Jacob naghatag sini nga bubon sa amon; sia, ang iya mga kaanakan, kag ang iya mga hayop, tanan sila nag-inom sang tubig gikan sa sini nga bubon. Sobra pa bala ikaw sa amon amay nga si Jacob?”
Amo ini an sabat sa iya ni Jesus, “Mapapaha gihapon an nagainom sani na tubig,	Si Jesus nagsabat, “Ang bisan sin-o nga nagainom sini nga tubig pagauhawon liwat,
pero dili na gayod mapapaha pa an mag-inom san tubig na ihahatag ko pero magigin bagaʼn burabod ina sa iya na tubig na magabulos kag hahatagan siya san buhay na waraʼn katapusan.”	pero ang bisan sin-o nga nagainom sang tubig nga akon ihatag indi na gid pag-uhawon. Kay ang tubig nga akon igahatag sa iya mangintuboran sa sulod niya nga magahatag sa iya sang tubig nga buhi kag sang kabuhi nga wala sing katapusan.”
Nagsabat an babayi, “Sir, hatagi ako sana na tubig agod dili na ako mapaha kag dili na magparakadi pag-alog.”	Ang babayi nagsiling, “Sir, hatagi ako sini nga tubig, agod indi na gid ako pag-uhawon liwat, kag agod indi na ako magbalikbalik diri sa pagsag-ob.”
Sinabihan siya ni Jesus, “Kadto, tawaga an imo asawa tapos magbalik ka.”	Si Jesus nagsiling sa iya, “Lakat ka, tawga ang imo bana, kag magbalik diri nga upod mo sia.”
Nagsabat an babayi, “Wara ako sin asawa.”	Ang babayi nagsabat, “Wala ako sing bana.”
Ginsabihan siya ni Jesus, “Tama an sabi mo na wara kaʼn asawa	Si Jesus nagsiling, “Husto ang imo ginsiling nga wala ikaw sing bana.
kay nagkaigwa ka sin lima kag an kaupod mo yana dili mo tunay na asawa. Tama gayod an ginsabi mo!”	Kay may lima na ikaw ka bana, kag ang tawo nga imo ginapuyo karon indi man matuod mo nga bana. Matuod ang ginsiling mo.”
Didi nagsabat an babayi, “Ah, sigurado, sir, propeta ka.	Ang babayi nagsabat sa iya, “Sir, sa banta ko isa ikaw ka propeta.
An amon mga kalulululuhi didi sani na bukid nagasamba sa Dios pero kamo na mga Judio nagasabi na didto sa Jerusalem an dapat na lugar pagsambahan sa iya san mga tawo.”	Ang mga katigulangan namon nga mga Samariahanon nagsimba sa Dios sa sini nga bukid, pero kamo nga mga Judio nagasiling nga ang Jerusalem amo ang lugar sa diin dapat kita magsimba sa Dios.”
Nagsabi si Jesus, “Maʼm, tuudi ako! Halapit na an oras na kamo masamba sa Ama dili sani na bukid o sa Jerusalem.	Si Jesus nagsiling sa iya, “Inday, patiha ako, magaabot ang tion nga indi sa sini nga bukid ukon sa Jerusalem magasimba sa Amay ang mga katawhan.
Nagasamba kamo san dili niyo kilala pero kami na mga Judio kilala namon an amon ginasamba kay paagi sa amon gintuga san Dios an pagkasalbar san mga tawo.	Kamo nga mga Samariahanon wala gid makakilala kon sin-o ang inyo ginasimba. Kami nga mga Judio nakakilala kon sin-o ang amon ginasimba, tungod kay ang kaluwasan nagagikan sa mga Judio.
Halapit na an oras kag adi na yana na an tunay na mga nagasamba magaumaw gayod sa Ama paagi sa Espirito Santo kag kamatuudan. Amo ina an klaseʼn nagasamba na naiilaan niya.	Pero ang tion magaabot, kag nag-abot na, nga ang matuod nga mga manugsimba ginatuytuyan sang Espiritu sa pagsimba sa Amay suno sa kamatuoran. Amo ini ang mga manugsimba nga luyag sang Amay nga magsimba sa iya.
Espirito an Dios kag an nagasamba sa iya dapat na magsamba paagi sa Espirito kag may kamatuudan.”	Ang Dios Espiritu, kag ang mga nagasimba sa Dios dapat tuytoyan sang Espiritu sa pagsimba sa iya suno sa kamatuoran.”
An sabat san babayi, “Aram ko na maabot an Mesias na amo an Cristo. Pag-abot niya ipapahayag sa amon an tanan.”	Ang babayi nagsiling sa iya, “Nakahibalo ako nga ang Mesias, nga ginatawag Cristo, magaabot. Kon mag-abot sia, magasugid sia sa amon sang tanan nga mga butang.”
Didi siya ginsabihan ni Jesus, “Ako na nakiistorya sa imo amo na an ginasabi mo.”	Si Jesus nagsabat, “Ako ina sia, ako nga nagahambal sa imo.”
Pakasabi gayod niya sani, amo man an pag-abot san iya mga disipulos. Nginarat sinda pakakita na nakiistoryahan siya sa usad na babayi pero wara sa inda sin naghunga, “Nano an gusto mo maaraman sa iya?” o “Nano kay nakiistoryahan ka sa iya?”	Sa amo man nga tion nagbalik ang mga gintuton-an ni Jesus, kag daku gid ang ila katingala sang makita nila nga nagapakighambal sia sa isa ka babayi. Pero wala gid sing bisan isa sa ila nga nagsiling sa babayi, “Ano bala ang kinahanglan mo?” ukon nagpamangkot kay Jesus, “Ngaa bala nagapakighambal ka sa iya?”
Tapos binilin san babayi an iya tibod, nagpakadto sa lungsod kag gin-agda an mga tawo,	Dayon ginbilin sang babayi ang iya tibod nga salag-uban, nagbalik sia sa banwa, kag nagsiling sa mga tawo,
“Hamos baya kamo kag kitaa kay may tawo na nagsabi sa akon san tanan ko na nahimo. Amo na kaya ini an Cristo?”	“Dali kamo kag tan-awa ninyo ang tawo nga nagsugid sa akon sang tanan nga akon nahimo. Amo na ayhan ini ang Cristo?”
Kaya nagruluwas sinda sa lungsod kag nagpakadto kan Jesus.	Naggwa sila sa banwa kag nagkadto kay Jesus.
Myintras tanto, ginpirit si Jesus san mga disipulos, “Maestro, kaon anay tabi.”	Sa amo nga tion ang mga gintuton-an nagsagi pangabay sa kay Jesus, “Manunodlo, magkaon ka man!”
Pero ginsabat pa lugod niya sinda, “Igwa akoʼn pagkaon na dili niyo aram.”	Pero nagsabat sia, “May ara ako pagkaon nga wala ninyo mahibaluan.”
Pakabati sani nagpahurunga-hunga an mga disipulos, “Nano, may nagdara sa iyaʼn pagkaon?”	Gani ang mga gintuton-an nagpinamangkutanay, “May nagdala ayhan sa iya sing pagkaon?”
Didi nagpahayag si Jesus: “An akon pagkaon amo an pagtuman san kabubut-on san nagsugo sa akon kag an pagtapos san ginpahimo niya.	Si Jesus nagsiling sa ila, “Ang akon kalan-on amo ang pagtuman sang kabubot-on sang nagpadala sa akon kag ang pagtapos sang bulohaton nga iya ginhatag sa akon.
Nano, dili may kasabihan kamo: ‘Upat ka bulan pa kag tig-anihan na?’ Pero kitaa an iyo patalibod! Tig-anihan na baga!	May hulobaton kamo nga nagasiling, ‘Apat pa ka bulan kag dayon tig-alani na.’ Nagasiling ako sa inyo, tan-awa ninyo sing maayo ang mga kaumhan, ang uyas gulang na kag handa na anihon!
An nagaani may suhol ngani kag nakatipon sin produkto para sa buhay na waraʼn katapusan agod pareho magakalipay an parasabwag kag paraani.	Ang mangangani ginasuholan kag nagatipon sang patubas para sa kabuhi nga wala sing katapusan, sa bagay nga ang tawo nga nagatanom magakalipay upod sa tawo nga nagaani.
Kaya matuod an kasabihan, ‘An usad nagasabwag pero an iba naman nagaani sani.’	Kay matuod ang ginasiling sang hulobaton, ‘Lain ang nagasab-og, kag lain man ang nagaani.’
Halimbawa, ako nagsugo sa iyo agod mag-ani san dili niyo ginpaglan pagsabwag. An iba an nagpagal pero kamo an nagpulos san inda pinagalan.”	Ako nagpadala sa inyo sa pag-ani sa kaumhan nga wala ninyo mapangabudlayi. Iban ang nagpangabudlay didto, kag kamo ang nagapulos sang ila pinangabudlayan.”
Sana mismo damo na mga Samaritano sadto na lungsod an nagtuod kan Jesus dahilan san ginsabi san babayi, “Sinabi niya an tanan ko na hinimo.”	Madamo sang mga Samariahanon sa sadtong banwa ang nagtuo kay Jesus, tungod sa panugiron sang babayi, “Ginsugid niya sa akon ang tanan ko nga ginhimo.”
Niyan, pagtulos san mga Samaritano, naghangyo na magpabilin anay si Jesus sa inda. Kaya didto siya nagpalipas sin duha ka adlaw.	Gani sang pagkadto sang mga Samariahanon kay Jesus, ginpangabay gid nila sia nga magpabilin anay upod sa ila, kag si Jesus nagpabilin didto sing duha ka adlaw.
Tungod sani damo pa an nagturuod dahilan san iya mga katukduan.	Madamo pa gid ang mga nagtuo tungod sang iya mensahe,
Kaya ginsabihan ninda an babayi, “Niyan, dili lang kami nagatuod dahilan san imo ginsumat kundi nabatian pa gayod namon siya mismo kag naaraman na siya man gayod an Parasalbar san kinab-an.”	kag nagsiling sila sa babayi, “Karon nagatuo kami indi tungod sang imo ginsiling, kundi kay kami gid nakabati sa iya, kag nakahibalo nga sia gid amo ang Manluluwas sang kalibutan.”
Pakalipas san duha ka adlaw si Jesus nagpa-Galilea,	Sa tapos sang duha ka adlaw nga nakapabilin didto si Jesus, naghalin sia kag nagkadto sa Galilea.
kay siya mismo nagsabi na waraʼn ginagalangan na propeta sa iya sadiri na lugar.	Kay si Jesus mismo nagsiling, “Ang propeta wala ginatahod sa iya kaugalingon nga banwa.”
Pag-abot niya didto, ginpadayon siya san mga taga-Galilea kay san nakipamyista sinda sa Jerusalem para sa Paskwa nakita ninda an tanan na ginhimo niya didto.	Sang pag-abot ni Jesus sa Galilea, gin-abiabi sia sang mga tawo didto, tungod kay nakakadto sila sa Jerusalem sa Piesta sang Pascua, kag nakita nila ang tanan nga ginhimo niya sang piesta.
Niyan, nakabalik gihapon si Jesus sa Cana san Galilea kun diin ginhimo niya an tubig na bino. Igwa didto sa Capernaum sin opisyal na may anak na masakit.	Gani nagbalik si Jesus sa Cana sang Galilea sa diin ginhimo niya nga bino ang tubig. May isa ka opisyal sang gubyerno didto nga ang iya anak nga lalaki nagamasakit sa Capernaum.
Pakabati sani na opisyal na si Jesus nag-abot sa Galilea hali sa Judea, nagkadto siya sa iya sa Cana kag nakimaluoy kan Jesus na maglugsad sa Capernaum agod ayuhon an iya anak na tikamatayon.	Sang pagkabati niya nga si Jesus nag-abot sa Galilea halin sa Judea, nagkadto sia kay Jesus, kag iya ginpangabay nga magkadto sa Capernaum kag ayuhon ang iya anak nga tagumatayon.
Tapos ginhunga siya ni Jesus, “Nano, dili kamo magaturuod sa akon kun dili kamo nakakita sin mga tanda kag mga milagro?”	Si Jesus nagsiling sa iya, “Kon indi ninyo makita ang mga tanda kag makatilingala nga mga buhat, indi kamo magtuo.”
Ginsabihan gihapon siya san opisyal, “Ginoo, kadto man anay tabi antes mamatay an akon anak.”	Ang opisyal nagsabat, “Sir, upod ka sa akon sa wala pa mapatay ang akon anak.”
Nagsabat si Jesus, “Uli na, maayo na an imo anak.”	Si Jesus nagsiling sa iya, “Lakat ka, ang imo anak magaayo!”
Nagtuod an tawo san ginsabi sa iya ni Jesus kaya naglakat na siya.	Ang opisyal nagtuo sa mga pulong nga ginhambal ni Jesus sa iya kag nagpauli sia.
San nagapauli na siya, sinugat siya san iya mga suruguon na nagbarita na maayo na an iya anak.	Sang nagadulhog sia pakadto sa iya balay, ginsugata sia sang iya mga suloguon kag ginsugiran, “Ang imo anak maayo na!”
Pakabati sani, ginhunga niya sinda kun nanoʼn oras naulian an bata kag ginsabihan siya ninda, “Kagahapon na mga ala una an adlaw siya nahaw-asan san iya kalintura.”	Ginpamangkot niya sila kon san-o nag-ayo ang iya anak, kag nagsabat sila, “Mga ala-una kahapon sing hapon wala na sia sing hilanat.”
Pagpira ka adlaw nagpa-Jerusalem si Jesus para sa usad na pyista san mga Judio.	Sa tapos sini, si Jesus nagtaklad pakadto sa Jerusalem para sa piesta sang mga Judio.
Didto sa Jerusalem sa may ginatawag na Pwertahan San Mga Karnero igwa sin kariguan na tangke na sa Hebreo ginatawag na Betsata. Ini na kariguan igwaʼn lima na sirungan.	Didto sa Jerusalem, malapit sa Pwerta sang Karnero may isa ka punong nga sa Hebreo ginatawag Betzata kag ini ginalibutan sang lima ka portico.
3-4 Didto damoʼn nakahigda na mga masakiton, mga buta, mga pilay kag mga paralisado.	Madamo nga mga masakiton ang nagahiligda sa portico—mga bulag, mga piang kag mga paralitiko.
May tawo na adto didto na 38 anyos na an ginabatyag.	May isa ka tawo didto nga nagamasakit sa sulod sang trayntay otso ka tuig.
Pakakita sa iya ni Jesus na nakahigda didto kay dati na niya aram na dugay na ini na kamutangan san tawo ginhunga niya, “Gusto mo na mag-ayo ka gihapon?”	Nakita sia ni Jesus nga nagahigda didto, kag nahibaluan niya nga ini nga tawo nagmasakit sa amo na nga kadugayon, gani nagpamangkot si Jesus sa iya, “Luyag ka bala mag-ayo?”
An sabat san masakiton na tawo, “Sir, waraʼn mabulig sa akon pakadto sa tangke sa oras na an tubig ginahiwag. Kaya myintras nagahalapit ako igwa na sin nauuna sa akon.”	Ang masakiton nagsabat, “Sir, wala sing tawo nga nagadala sa akon sa punong kon ang tubig ginatublag, samtang nagatinguha pa lang ako sa paglusong ginaunahan na ako sang iban.”
Nagsugo si Jesus, “Tindog, bitbita an imo banig kag lakat.”	Si Jesus nagsiling sa iya, “Bangon ka, dalha ang imo banig kag maglakat.”
Nag-ayo dayon siya, binitbit an iya banig kag naglakat.	Sa gilayon nag-ayo ang tawo sa iya masakit, gindala niya ang iya banig kag naglakat.
Adlaw sadto San Pagpahuway.	Nahanabo ini sang Adlaw nga Inugpahuway.
Kaya ginsabihan san mga namumuno san mga Judio an nabulong na tawo, “Adlaw baga niyan San Pagpahuway. Dili tugot na magdara ka san imo banig.”	Gani ang mga pangulo sang mga Judio nagsiling sa tawo nga gin-ayo, “Adlaw ini nga Inugpahuway, kag batok sa aton Kasugoan nga magdala ka sang imo banig.”
Pero sinabat niya sinda, “An tawo na nagbulong sa akon nagsabi, ‘Bitbita an imo banig kag lakat.’,”	Nagsabat sia, “Ang tawo nga nag-ayo sa akon nagsiling sa akon, ‘Dalha ang imo banig kag maglakat.’”
Naghunga sinda, “Sin-o an nagsugo sa imo na himuon ini?”	Ginpamangkot nila sia, “Sin-o bala ang tawo nga nagsugo sa imo sa pagdala sang imo banig kag sa paglakat?”
Wara makilala san tawo kun sin-o idto na nagbulong sa iya kay nakahali na si Jesus tungod sa kadamuan san tawo.	Pero ang tawo nga gin-ayo wala makakilala kon sin-o si Jesus tungod sang madamo nga mga tawo sa sadto nga lugar. Naghalin si Jesus nga wala mahibaloi.
Taud-taod, nahanapan siya ni Jesus sa templo kag nagsabi, “Niyan na maayo ka na, ayaw na pagparakasala kay basi mas grabe pa sadto an mangyari sa imo.”	Sang ulihi nakita sia ni Jesus sa Templo kag nagsiling sa iya, “Kita mo, maayo ka na subong. Indi ka na magpakasala, kay basi malain pa gid ang mahanabo sa imo.”
Nagbalik an tawo kag sinumat sa mga namumuno san mga Judio na si Jesus an nagbulong sa iya.	Ang tawo naglakat kag iya ginsugiran ang mga pangulo sang mga Judio nga si Jesus amo ang nag-ayo sa iya.
Kaya didi gintunaan san mga namumuno san mga Judio an pagpakaalo kan Jesus tungod kay ginhimo niya ini sa Adlaw San Pagpahuway.	Tungod sini nagsugod sila sa paghingabot kay Jesus, bangod kay nagpang-ayo sia sa Adlaw nga Inugpahuway.
Pero ginsabat sinda ni Jesus, “An akon Ama nagatrabaho pa kag amo man ako.”	Pero si Jesus nagsabat sa ila, “Ang akon Amay wala nagauntat sa pagpangabudlay kag ako dapat man magpangabudlay.”
Dahilan sani mas lalo na gusto siya ipapatay san mga namumuno san mga Judio kay dili lang na ginsupak niya an Kasuguan kun Adlaw San Pagpahuway kundi gintawag pa gayod niya an Dios na iya Ama. Kaya ginatumpar an iya sadiri na pareho san Dios.	Tungod sining ginhambal ni Jesus, nagtinguha sing labi pa gid ang mga pangulo sang mga Judio sa pagpatay sa iya, kay indi lamang nga ginlapas niya ang kasugoan sa Adlaw nga Inugpahuway, kundi nagsiling pa sia nga ang Dios amo gid ang iya kaugalingon nga Amay, kag tungod sini nagapakigtupong sia sa Dios.
Didi nagpahayag si Jesus, “Matuod gayod na wara ako sin nahihimo sa sadiri ko na pagbuot kundi an nano man lang na nakita ko na ginahimo san akon Ama. An nano man na ginahimo niya ginahimo ko man na iya anak.	Gani si Jesus nagsabat sa ila, “Nagasiling ako sa inyo sang matuod: ang Anak wala gid sing ginahimo nga iyaiya lamang, kundi ang iya nakita nga ginahimo sang Amay amo lamang ang iya ginahimo. Ang ginahimo sang Amay amo man ang ginahimo sang Anak.
Namumut-an san Ama ako na iya anak kag ginapakita sa akon an tanan na iya ginahimo. Tapos, mas labaw pa sani an ipapakita niya sa akon agod magngalas gayod kamo.	Kay ang Amay nagahigugma sa Anak kag nagapakita sa Anak sang tanan nga iya mismo ginahimo. Mas dalagku pa gid sang sa sini nga mga buhat ang ipakita sang Amay sa Anak, agod kamo tanan matingala.
Kun pan-o ginabuhay san Ama an patay, amo man ako na Anak niya. Ginabuhay ko an sin-o man na gusto ko buhayon.	Kay subong nga ang Amay nagabanhaw sang mga minatay kag nagahatag sa ila sing kabuhi, sa amo man nga bagay ang Anak nagahatag sing kabuhi sa ila nga iya luyag hatagan.
Waraʼn ginahusgaran an Ama kundi hinatag niya sa akon na iya Anak an tanan na gahom san paghusgar	Wala man nagahukom ang Amay bisan kay sin-o. Pero ginhatag niya sa Anak ang bug-os nga awtoridad sa paghukom,
agod maggalang an tanan sa akon na Anak niya pareho san paggalang ninda sa akon Ama. An dili nagagalang sa Anak dili man nagagalang sa Ama na amo an nagsugo sa iya.	agod nga pasidunggan sang tanan ang Anak subong man sang ila pagpasidungog sa Amay. Ang wala nagapasidungog sa Anak, wala man nagapasidungog sa Amay nga nagpadala sa iya.
