msb,hil
"Pakakita san mga parabantay san kababuyan sa nangyari, nagdaralagan sinda palungsod kag ginpamarita an inda nakita sa lungsod kag sa mga baryo didto sa patalibod.",Ang mga nakakita sang nahanabo nagpanugid sa mga tawo kon paano nag-ayo ang tawo nga gingamhan sang mga demonyo.
"Kaya, nagkaradto an mga tawo para makita kun nano man gayod an nangyari. Pag-abot ninda kan Jesus nakita man ninda na nakaingkod sa may tiilan niya an tawo na ginluwasan san mga demonyo. Adto na siya nakaliwan na kag maayo an kaisipan kaya nagkaharadlok an mga tawo.","Dayon ang tanan nga mga tawo sa palibot sang banwa sang Gerasa nagpangabay kay Jesus nga maghalin sia, tungod kay nahadlok gid sila. Gani si Jesus nagsakay sa sakayan kag naghalin didto."
Idto naman na mga nakakita amo an nag-istorya sa inda kun pan-o nag-ayo ini na tawo na nasudlan san mga demonyo.,"Ang tawo nga sa iya nagwa ang mga demonyo nagpakitluoy kay Jesus, “Paupda ako sa imo.”"
"Pakaaram ninda sani, an tanan na mga taga-Geraseno nagahangyo kan Jesus na maghali sa inda lugar kay nagkaharadlok gayod sinda. Kaya, nagsakay gihapon sinda Jesus sa inda sarakyan agod mag-uli.","Pero ginpalakat sia ni Jesus kag ginsingganan,"
"An tawo naman na ginluwasan san mga demonyo nakimaluoy kan Jesus na tugutan siya mag-upod pero ginpauli siya ni Jesus na sinabihan,",“Pauli ka sa inyo kag isugid kon ano ang ginhimo sang Dios sa imo.”
"“Mag-uli ka sa iyo kag ipaaram mo sa tanan an kaayuhan na hinimo san Dios sa imo.” Kaya, naglakat an tawo kag ginparapanumat niya sa tanan na katawuhan san syudad an hinimo sa iya ni Jesus.",Ang tawo naglakat sa bug-os nga banwa kag nagpanugid sang ginhimo ni Jesus sa iya.
Pag-abot gihapon ni Jesus sa luyo san danaw malipayon na ginsugat siya san kadamuan kay adto na sinda nagapahurulat sa iya.,"Sang pagbalik ni Jesus sa pihak sang linaw gin-abiabi sia sang mga tawo, tungod kay tanan sila naghulat sa iya."
"Taud-taod may nag-abot man na lalaki na an ngaran Jairo na usad na namumuno san sinagoga. Lumuhod siya sa may tiilan ni Jesus kag nakimaluoy siya na kun mahimo na makakadto siya sa inda balay,","May nag-abot nga isa ka tawo nga ginhingalanan kay Jairo nga opisyal sang sinagoga. Nagluhod sia sa tiilan ni Jesus kag nagpakitluoy sa iya nga magkadto sa iya balay,"
"kay an iya usad-usadi na anak na babayi, na dose anyos an edad, tikamatayon.",tungod kay tagumatayon ang iya bugtong nga anak nga babayi nga nagapanuigon sing dose ka tuig.
"San pakadto na si Jesus, nagasurusuan an kadamuan.","Sang nagapadulong si Jesus, gindugokan sia sang mga tawo sa palibot."
Didto may babayi na ginadugo sa sulod sin dose ka tuig kag wara pa man sin bisan sin-o na nakabulong sa iya.,"May isa ka babayi didto nga nag-antos sa pagpanggwa sang madamo nga dugo sa iya, sa sulod sang dose ka tuig. Naurot na niya gasto ang iya tanan nga kwarta sa pagpabulong, pero wala gid sing may nakaayo sa iya."
"Kaya nakisu-suan man siya sa may likudan ni Jesus kag gindutdot an sidsid san iya ginasul-ot, Insigida naudong dayon an pagparadugo sa iya.","Nagpanagil-ot sia sa tunga sang mga tawo sa likod nayon ni Jesus, kag iya gintandog ang sidsid sang kunop ni Jesus kag sa gilayon nag-untat ang pagpanggwa sang iya dugo."
"Paglingi ni Jesus naghunga siya, “Sin-o an nagdutdot sa akon?”","Namangkot si Jesus, “Sin-o ang nagtandog sa akon?”"
"San magpaambot an tanan nagsurmaton si Pedro, “Maestro, nano kay nakahunga ka na ada an katawuhan nagapatalibod kag nagadiris-ukan pakada sa imo?”","Sang wala sing may nag-ako, si Pedro nagsiling, “Manunodlo, nagaginutok lang kag nagadis-uganay ang mga tawo sa palibot mo.”"
"Pero nagsabat si Jesus, “Igwa gayod sin nagdutdot sa akon kay nabatyagan ko na may nagguwa sa akon na gahom.”","Pero si Jesus nagsiling, “May nagtandog gid sa akon, kay nabatyagan ko ang paggwa sang gahom sa akon.”"
"Pakamalisyahi san babayi na dili gali siya makatago, naghalapit na nagapangudog, nagluhod sa may tiilan ni Jesus kag ginpahayag sa atubangan san mga tawo kun nano kay gindutdot niya si Jesus kag kun pan-o siya naayo sadto mismo.","Sang matalupangdan sang babayi nga nasapwan sia, nagpalapit sia nga nagakurog kag nagluhod sa tiilan ni Jesus. Sa atubang sang tanan, ginsugiran niya si Jesus kon ngaa nga gintandog niya sia kag kon paano sia nag-ayo gilayon."
"Kaya, ginsabihan siya ni Jesus, “Tia, an imo pagtuod amo an nakaayo sa imo. Makalakat ka na sa kalinaw san isip.”","Si Jesus nagsiling sa iya, “Anak ko, ang imo pagtuo nag-ayo sa imo. Maglakat ka sa paghidait.”"
Usad naman sin adlaw gintiripon ni Jesus an dose kag hinatagan sin gahom kag otoridad na makapaluwas san tanan na mga demonyo kag makabulong san mga masakiton.,Gintawag ni Jesus sing tingob ang dose ka mga gintuton-an kag ginhatagan sila sing gahom kag awtoridad sa pagtabog sang tanan nga mga demonyo kag sa pag-ayo sang mga balatian.
Tapos sinugo niya sinda para itukdo an manungod san kahadian san Dios kag magpangbulong.,Dayon iya sila ginpadala sa pagwali nahanungod sang paghari sang Dios kag sa pag-ayo sang mga masakiton.
"Gintugon niya sinda, “Ayaw pagdara sin nano pa man sa iyo paglakat bisan tungkod, surudlan, pagkaon o kwarta kag liwanan.","Nagsiling sia sa ila, “Indi kamo magdala sing bisan ano sa inyo pagpanglakaton: bisan sungkod, bag, tinapay, kwarta kag bisan isa ka ilislan nga bayu."
"An sin-o man na panimalay na magapadayon sa iyo, didto na lang kamo mag-istar hasta na maghali kamo sana na lugar.","Kon diin kamo nga balay ginabaton, dira lang kamo dayon tubtob maghalin kamo sa sina nga banwa."
Sadto naman na lungsod na dili magpadayon sa iyo paghali niyo sa inda taphuda anay an alpog sa iyo tiil bilang padaan na may paghusgar na maabot sa inda.”,"Kon sa diin man nga lugar nga ang mga tawo indi magbaton sa inyo, bayai ninyo ina nga banwa kag itaktak ang yab-ok sa inyo mga tiil subong pagpaandam sa ila.”"
Kaya nagralakat sinda kag nagpangburubaryo sa pagtukdo san Maayo Na Barita kag pagpamulong san katawuhan bisan diin.,Ang mga gintuton-an naglakat kag nagkadto sa tanan nga mga kabarangayan sa pagwali sang Maayong Balita kag sa pagpang-ayo sang mga tawo sa tanan nga lugar.
Niyan nabaritaan ni Herodes na namumuno san Galilea an tanan na nangyayari manungod kan Jesus didto kaya nalisang siya kay basi nabuhay gihapon si Juan na Parabunyag susog sa ginasarabi san iba na mga tawo.,"Si Herodes nga pangulo sang Galilea nakabati sang tanan nga mga butang nga nagkalatabo. Naglibog gid ang ulo niya tungod kay may mga tawo nga nagsiling, “Nabanhaw si Juan nga manugbautiso.”"
An iba man nagasarabi na si Elias nagpakita gihapon kag may iba pa gayod na nagasarabi na an usad san mga kasadto na mga propeta nabuhay gihapon.,"Ang iban nagsiling nga si Elias nagpakita, kag ang iban pa gid nagsiling nga ang isa sang mga propeta sang una nabanhaw."
"Pero nagsurmaton si Herodes, “Dili ako matuod na si Juan ini kay ginpapugutan ko siya, pero sin-o ini na akon nababaritaan?” Kaya mas lalo na nagahandom siya na makita si Jesus.","Nagsiling si Herodes, “Ginpapugotan ko si Juan, pero sin-o ining tawo nga madamo ang akon nabatian nahanungod sa iya?” Kag nagtinguha sia sa pagpakigkita kay Jesus."
Pagbalik san mga apostoles ginsumatan ninda si Jesus san inda nagkahirimuan. Tapos gin-agda niya ini na sinda-sinda lang pakadto sa usad na lungsod na ginatawag Betsaida.,Ang mga apostoles nagbalik kag nagpanugid kay Jesus sang tanan nga ila nahimo. Gindala sila ni Jesus kag nagkadto sila nga silahanon lang sa isa ka banwa nga ginhingalanan Betsaida.
"Pakaaram san katawuhan, nagsurunod man sinda kan Jesus. Kaya, gin-agda niya sinda kag gin-istoryahan manungod sa kahadian san Dios. Ginbulong man niya idtoʼn nagakinahanglan na mabulong.",Sang nahibaluan ini sang madamo nga mga tawo nag-apas sila sa iya. Ginbaton niya sila kag naghambal sa ila nahanungod sang paghari sang Dios. Kag gin-ayo niya ang mga nagakinahanglan sang pag-ayo.
"San takop na an kahapunanon nagharalapit sa iya an dose kag nagsabi, “Pahalia na an mga tawo agod makakadto sa mga baryo kag mga sitio para makapanghanap sin maistaran kag sin makaon kay adi kita didi sa mamingaw na lugar.”","Sang nagahinunod na ang adlaw, ang dose ka mga apostoles nagkadto sa iya kag nagsiling, “Palakta ang mga tawo agod nga makakadto sila sa mga barangay kag mga kaumhan sa palibot sa pagpangita sing kalan-on kag dalayunan tungod kay maligwin ini nga lugar.”"
"Pero nagsabat lugod si Jesus, “Hatagi na lang niyo sindaʼn makaon.”","Pero si Jesus nagsiling sa ila, “Kamo mismo ang maghatag sa ila sang sarang makaon.”"
"Pero nagreklamo sinda, “Lima lang ka bilog na tinapay kag duha ka bilog na isda an amon dara pwera lang kun magbakal kita sin pagkaon para sani tanan na katawuhan.”","Nagsabat sila, “Lima gid lang ka bilog ang aton tinapay kag duha lang ka isda. Luyag mo bala nga maglakat kami sa pagbakal sing pagkaon para sa sini tanan nga mga tawo?”"
Kay mga lima ka libo na kalalakihan an adto didto.,"Kay mga 5,000 ang mga lalaki didto."
"Pero sinabihan niya an iya mga disipulos, “Paingkuda sinda sin tigsurusingkwenta kada grupo.”","Si Jesus nagsiling sa iya mga gintuton-an, “Papungkua ninyo sila sing grupo-grupo nga tag-singkwenta kada grupo.”"
Sinunod ninda kag pinaingkod an tanan.,Ginhimo ini sang mga gintuton-an kag ginpapungko sila tanan.
"Tapos, kinuha ni Jesus an lima ka bilog na tinapay kag an duha ka bilog na isda, humangad siya sa langit kag nagpasalamat sa Dios. Pagkatapos gin-utud-utod ini kag gintunol sa iya mga disipulos agod ipanghatag sa mga tawo.","Ginkuha ni Jesus ang lima ka bilog nga tinapay kag ang duha ka isda, nagtangla sia sa langit, nagpasalamat sa Dios, ginpamihakpihak ini, kag ginhatag sa mga gintuton-an agod ipanagtag sa mga tawo."
Nagkaraon sinda tanan hasta na nagkaburusog. Pakatapos gintipon san mga disipulos an sobra na dose pa ka bangkat.,Nagkalaon sila tanan kag nagkalabusog. Ang mga gintuton-an nakatipon sing dose ka mga alat sang nagkalabilin.
"Usad sin adlaw san si Jesus sulo lang na nagapangadyi, naghalapit an iya mga disipulos. Tapos nagsabi siya sa inda, “Sumati daw niyo ako kun nano an pagkakilala sa akon san mga tawo.”","Sang isa ka adlaw sang nagapangamuyo si Jesus nga isahanon lang, ang mga gintuton-an nagpalapit sa iya. Si Jesus nagpamangkot sa ila, “Sin-o bala ako suno sa mga tawo?”"
"Nagsabat sinda, “Sabi san iba na ikaw si Juan na parabunyag. An iba man na ikaw kuno si Elias, kag an iba pa gayod na ikaw kuno usad san mga kasadto na mga propeta na nabuhay gihapon.”","Nagsabat sila, “May mga tawo nga nagasiling nga ikaw si Juan nga manugbautiso. Ang iban nagasiling nga ikaw si Elias, kag ang iban pa gid nagasiling nga isa ikaw sang mga propeta sang una nga nabanhaw.”"
"Naghunga gihapon si Jesus, “Pero kamo, nano an pagkakilala niyo sa akon?”","Ginpamangkot niya sila, “Pero sa inyo iya, sin-o bala ako?”"
"Nagsabat si Pedro, “Ikaw an Cristo san Dios.”","Si Pedro nagsabat, “Ikaw ang Cristo nga ginpadala sang Dios.”"
"Niyan, ginpadaanan gayod niya sinda na dili magpanumat bisan kanin-o man manungod sa iya.",Dayon ginmanduan sila ni Jesus nga indi magpanugid sini sa bisan kay sin-o.
"Pakatapos ginsabihan pa niya sinda. “Dapat ako na Anak San Tawo magtios sin grabe. Pagapaambutan san mga kamagurangan na namumuno san mga Judio, mga namumuno san kapadian kag mga paratukdo san Kasuguan, tapos papatayon pero sa ikatulo ka adlaw bubuhayon gihapon.”","Nagsiling pa gid sia, “Kinahanglan mag-antos sang tuman ang Anak sang Tawo kag pagasikwayon sang mga katigulangan sang mga Judio, sang pangulo nga mga pari, kag sang mga manunodlo sang Kasugoan. Pagapatyon sia pero pagabanhawon sa ikatlo nga adlaw.”"
"Pagpadayon ni Jesus ginsabihan niya hasta an tanan, “Kun may gusto mag-upod sa akon bilang disipulos ko, dili niya dapat sundon an sadiri niya na kabubut-on kundi sundon lugod an kaburut-on ko kag pas-anon an iya krus uruadlaw na amo an pagtios tungod sa akon.","Kag nagsiling sia sa ila tanan, “Kon sin-o ang luyag magsunod sa akon, dapat niya kalimtan ang iya kaugalingon, magpas-an sang iya krus adlaw-adlaw, kag magsunod sa akon."
"Nasabi ko ini kay an nagahandom masalbar an iya buhay para sa iya sadiri mawawar-an sani, pero an maghalad san iya buhay alang-alang sa akon masasalbar lugod sani.","Kay ang bisan sin-o nga luyag magluwas sang iya kaugalingon nga kabuhi, madula niya ini, pero ang bisan sin-o nga nagadula sang iya kabuhi tungod sa akon, maluwas niya ini."
Kay nano man an pakinabang san tawo kun mapasa iya an bilog na kinab-an kag an balyo sani amo an pagsuko o pagkawara san iya buhay? Syimpre wara gayod!,"May makuha bala ang tawo kon maangkon niya ang bug-os nga kalibutan, pero madula ukon malaglag niya ang iya kaugalingon?"
"“Sugad man kun may tawo na dili magaako sa akon kay ginakaalo niya ako kag san akon katukduan, ako na Anak San Tawo igakaalo man siya kag dili ko aakuon pag-abot ko sa akon glorya kag sa glorya man san akon Ama kag san mga banal na anghel.","Ang bisan sin-o nga nagakahuya sa akon kag sa akon mga pulong, igakahuya man sia sang Anak sang Tawo kon mag-abot sia sa iya himaya kag sa himaya sang Amay kag sang balaan nga mga anghel."
Ginasiguro ko sa iyo na igwa sin pira sa iyo na nagatindog didi na dili mapapatay hasta na makita an kahadian san Dios.”,Dumdoma ninyo ini! May yari diri nga nagatindog nga indi mapatay tubtob nga makakita sila sang paghari sang Dios.”
"Mga walo ka adlaw pakatapos niya pagsabi sani, gin-agda ni Jesus sinda Pedro, Juan kag Santiago pagsagka sa bukid para magpangadyi.","Mga isa ka simana sa tapos mahambal ni Jesus ini nga mga butang, gindala niya si Pedro, si Juan, kag si Santiago kag nagtaklad sila sa isa ka bukid sa pagpangamuyo."
"Myintras nagapangadyi siya didto, nag-iba an hitsura san iya bayhon kag nagsinggat gayod an iya bado sa kaputi.","Sang nagapangamuyo sia, nagbalhin ang dagway sang iya nawong kag ang iya bayu nanginmakasililaw nga kaputi."
Bigla na lang may duha na lalaki na nag-abot kag nakisurmaton sa iya. Amo ini sinda Moises kag Elias.,"Sa hinali may duha ka tawo nga nagpakighambal sa iya. Ini sila amo si Moises kag si Elias,"
"Nagpakita ini na duha na may langitnon na glorya na nakasilaw bagaʼn adlaw, kag nagsurmaton manungod sa pagtaliwan ni Jesus na mangyayari sa Jerusalem.",nga nagpakita sa dagway nga makasililaw kag nagpakighambal kay Jesus nahanungod sang iya madali na lang nga pagkapatay sa Jerusalem sa pagtuman sang tinutuyo sang Dios.
Niyan naman si Pedro kag san iya mga kaurupod mga maanok gayod an katurog pero pagmata ninda nakita an glorya ni Jesus kag an duha na lalaki na nagatindog kaupod niya.,"Si Pedro kag ang iya mga kaupdanan natulogan sing mahamuok, pero nakabugtaw sila kag nakita nila ang himaya ni Jesus kag ang duha ka tawo nga nagatindog upod sa iya."
"San mahali na an duha, sinabihan ni Pedro si Jesus, “Sir, maayo man na adi kita. Tugutan kami na magtindog didi sin tulo na kubung-kubong na usad sa imo, usad naman kan Moises kag usad pa kan Elias.” Dili niya namangnuhan an iya ginasabi.","Sang manughalin na ang duha ka tawo sa atubang ni Jesus, si Pedro nagsiling sa iya, “Manunodlo, maayo gid kay yari kita diri! Mahimo kami sing tatlo ka tolda, isa para sa imo, isa para kay Moises kag isa para kay Elias.” Pero naghambal sia nga wala makahibalo kon ano ang iya ginasiling."
Myintras nagasurmaton pa siya may madakmol na dampog kag nahandungan sinda. San matahuban na nagkaharadlok sinda.,"Sang nagahambal pa sia, ang panganod nag-abot kag naglandong sa ila, kag ang mga gintuton-an hinadlukan sang ginlikupan sila sang panganod."
"Tapos, may nabati sinda na nagasurmaton hali sa dampog, “Amo ini an akon Anak na ginpili ko. Pamatii niyo siya.”","May tingog gikan sa panganod nga nagsiling, “Amo ini ang akon Anak nga akon ginpili! Pamatii ninyo sia!”"
"Pakatapos sadto, nakita ninda na si Jesus na lang. Kaya, ginpasabuot san mga disipulos an inda nakita kag wara gayod sin ginsumatan sadto na kaurason.","Sang pag-untat sang tingog, isahanon na lang si Jesus. Ginhipsan lang ini sang mga gintuton-an, kag sadto nga mga inadlaw wala gid sila magpanugid sang bisan ano sa bisan kay sin-o sang ila nakita."
Pagkasunod na adlaw naglugsad na sinda hali sa bukid kag didto damu-damo na mga tawo an nagsugat kan Jesus.,Sang madason nga adlaw nagdulhog si Jesus kag ang tatlo ka mga gintuton-an halin sa bukid kag ginsugata si Jesus sang madamo nga mga tawo.
"Insigida may lalaki sa kadamuan na nagsiyak, “Maestro, nakimaluoy ako sa imo, pakikita man tabi san akon bugtong na anak na lalaki.","May isa ka tawo gikan sa ila nga nagsinggit, “Manunodlo! Nagapakitluoy ako sa imo, tan-awa man anay ang akon anak nga lalaki, ang akon bugtong nga anak!"
"Ginasudlan siya san maraot na espirito kag bigla lang na nagasiyak, ginapakisay-kisay siya hasta na magbura an ba-ba, tapos, ginaparapasakitan siya kag haros habo na maghali sa iya.","Ginagamhan sia sang espiritu, kag sa hinali lang nagasinggit sia. Ginapakurog sia sa bagay nga nagabura ang iya baba kag indi sia paghalinan sang espiritu kay ginapaantos gid sia."
Nakimaluoy ako sa imo mga disipulos na pahalion an maraot na espirito pero dili ninda kaya.”,"Nagpakitluoy ako sa imo mga gintuton-an nga tabugon nila ang espiritu, pero indi sila makasarang sa pagtabog.”"
"Nagsabat si Jesus, “Marasa pa kamo na mga tawo yana na panahon na waraʼn pagtuod kag mga sutil! Hasta san-o ta kamo dapat pagatiusan? Nano, hasta na lang magatios ako sa iyo?” Tapos sinabihan an lalaki, “Sige, darha didi an imo anak.”","Si Jesus nagsabat, “Sa pagkadi-matinuohon kag kabalingag sa inyo nga mga katawhan! Tubtob san-o pa bala ang pag-upod kag ang pagbatas ko sa inyo?” Dayon nagsiling sia sa tawo, “Dalha diri ang imo anak.”"
San nagapahalapit na kan Jesus an bata ginpasagmok siya sa duta san maraot na espirito kag ginauy-og. Pero sinaway ni Jesus an maraot na espirito kag naayo an bata. Tapos gin-uli na siya sa iya ama.,"Sang nagapalapit ang bata, gintumba sia sang demonyo sa duta kag ginpakurog. Ginmanduan ni Jesus ang malaut nga espiritu, gin-ayo ang bata, kag gin-uli sia sa iya amay."
An tanan naman nagkangarawa sa kagamhanan san Dios.,Ang tanan nga mga tawo natingala gid sa daku nga gahom sang Dios.
