en	ceb
Since many are boasting in the way the world does, I too will boast.	Ug kay daghan man ang nagpasigarbo sumala sa unod, ako usab magpasigarbo.
You gladly put up with fools since you are so wise!	Kay sa inyong pagkamaalamon, malipayon kamong nagpailob sa mga buangbuang!
Are they Hebrews? So am I. Are they Israelites? So am I. Are they Abraham’s descendants? So am I.	Mga Hebreo ba sila? Mao usab ako. Mga Israelinhon ba sila? Mao usab ako. Mga kaliwat ba sila ni Abraham? Mao usab ako.
Five times I received from the Jews the forty lashes minus one.	Sa lima ka higayon, ako nakadawat ug kulang na lang ug usa nga makap-atan ka lapdos gikan sa mga Judio.
Besides everything else, I face daily the pressure of my concern for all the churches.	Ug gawas sa uban pang mga butang, anaa ang adlaw-adlaw nga kabug-aton tungod sa akong kabalaka alang sa tanang mga iglesia.
Who is weak, and I do not feel weak? Who is led into sin, and I do not inwardly burn?	Kinsa bay huyang ug ako dili usab huyang? Kinsa bay napandol ug ako wala mosilaob?
If I must boast, I will boast of the things that show my weakness.	Kon kinahanglan man ako nga magpasigarbo, maoy akong ipasigarbo ang mga butang nga nagpadayag sa akong kahuyang.
The God and Father of the Lord Jesus, who is to be praised forever, knows that I am not lying.	Ang Dios ug Amahan sa Ginoong Jesus, siya nga dalaygon hangtod sa kahangtoran, nasayod nga ako wala magbakak.
But I was lowered in a basket from a window in the wall and slipped through his hands.	apan gitunton ako sulod sa bukag agi sa bintana sa paril ug nakaikyas ako gikan sa iyang mga kamot.
was caught up to paradise and heard inexpressible things, things that no one is permitted to tell.	Ug didto iyang nadungog ang mga pulong nga dili maasoy nga niini ang tawo gidid-an sa paglitok.
Three times I pleaded with the Lord to take it away from me.	Sa makatulo nag-ampo ako sa Ginoo mahitungod niini, nga unta iyang kuhaon kini gikan kanako,
Did I exploit you through any of the men I sent to you?	Nagpahimulos ba ako kaninyo pinaagi ni bisan kinsa kanila nga akong gipadala diha kaninyo?
And I trust that you will discover that we have not failed the test.	Naglaom ako nga inyong masuta nga kami wala mangapakyas.
For we cannot do anything against the truth, but only for the truth.	Kay kami walay mahimo batok sa kamatuoran, kondili ang pagdapig lamang sa kamatuoran.
We are glad whenever we are weak but you are strong; and our prayer is that you may be fully restored.	Kay kami malipay sa diha nga kami huyang ug kamo lig-on. Ug kami nag-ampo usab niini nga kamo magmahingpit.
Greet one another with a holy kiss.	Pagpangumustahay kamo pinaagi sa balaan nga halok.
All God’s people here send their greetings.	Ang tanang mga balaan nangumosta kaninyo.
because of the truth, which lives in us and will be with us forever:	tungod sa kamatuoran nga nagpabilin kanato ug mag-uban kanato hangtod sa kahangtoran:
Anyone who welcomes them shares in their wicked work.	kay siya nga mag-abiabi kaniya makig-ambit sa iyang daotan nga binuhatan.
The children of your sister, who is chosen by God, send their greetings.	Nangumosta kanimo ang mga anak sa pinili nga imong igsoong babaye.
After Ahab’s death, Moab rebelled against Israel.	Human sa kamatayon ni Ahab, ang Moab mialsa batok sa Israel.
When the messengers returned to the king, he asked them, “Why have you come back?”	Ang mga sinugo namalik ngadto sa hari ug siya miingon kanila, “Nganong namalik man kamo?”
The king asked them, “What kind of man was it who came to meet you and told you this?”	Ug siya miingon kanila, “Unsang matanga sa tawo ang misugat kaninyo ug misugilon kaninyo niining mga pulonga?”
Elisha then picked up Elijah’s cloak that had fallen from him and went back and stood on the bank of the Jordan.	Unya iyang gikuha ang kupo ni Elias nga nahulog gikan kaniya ug mibalik pagtindog sa daplin sa Jordan.
“Bring me a new bowl,” he said, “and put salt in it.” So they brought it to him.	Ug siya miingon, “Dad-i ako ug usa ka bag-ong panaksan ug butangi kini ug asin.” Busa ila kining gidala ngadto kaniya.
And the water has remained pure to this day, according to the word Elisha had spoken.	Busa ang tubig maayo na hangtod niining adlawa, sumala sa pulong nga gisulti ni Eliseo.
And he went on to Mount Carmel and from there returned to Samaria.	Ug gikan didto, miadto siya sa bukid sa Carmel, ug unya mipauli sa Samaria.
But after Ahab died, the king of Moab rebelled against the king of Israel.	Apan sa pagkamatay na ni Ahab, ang hari sa Moab mialsa batok sa hari sa Israel.
So at that time King Joram set out from Samaria and mobilized all Israel.	Busa ang hari nga si Jehoram migula sa Samaria niadtong panahona, ug gipundok ang tibuok Israel.
“By what route shall we attack?” he asked. “Through the Desert of Edom,” he answered.	Unya siya miingon, “Asa man kita moagi?” Ug si Jehoram mitubag, “Sa agianan sa kamingawan sa Edom.”
But now bring me a harpist.” While the harpist was playing, the hand of the Lord came on Elisha	Apan karon dad-i ako ug usa ka musikero.” Ug sa diha nga ang musikero mitugtog, ang gahom sa Ginoo mikunsad kaniya.
and he said, “This is what the Lord says: I will fill this valley with pools of water.	Ug siya miingon, “Kini mao ang giingon sa Ginoo, ‘Pagkalot ug mga kanal diha sa walog.’
One day when Elisha came, he went up to his room and lay down there.	Usa ka adlaw niana siya miadto, ug misulod siya sa lawak ug mipahulay didto.
Then Elisha said, “Call her.” So he called her, and she stood in the doorway.	Ug siya miingon, “Tawga siya.” Ug sa iyang pagtawag kaniya, siya mitindog sa ganghaan.
She went up and laid him on the bed of the man of God, then shut the door and went out.	Ug ang inahan misaka ug gibutang siya sa higdaanan sa tawo sa Dios ug gitakpan ang pultahan ug migula.
“Did I ask you for a son, my lord?” she said. “Didn’t I tell you, ‘Don’t raise my hopes’?”	Unya siya miingon, “Nangayo ba ako ug usa ka anak sa akong agalon? Wala ba ako miingon, ‘Ayaw paglimbong kanako?’ ”
When Elisha reached the house, there was the boy lying dead on his couch.	Sa pag-abot ni Eliseo sa balay, nakita niya ang bata nga patay na diha sa iyang higdaanan.
He went in, shut the door on the two of them and prayed to the Lord .	Busa siya misulod ug gitakpan ang pultahan nilang duha ug nag-ampo sa Ginoo.
She came in, fell at his feet and bowed to the ground. Then she took her son and went out.	Unya siya misulod ug mihapa sa iyang tiilan, nagduko ngadto sa yuta. Unya iyang gikuha ang iyang anak ug migula.
Naaman went to his master and told him what the girl from Israel had said.	Busa misulod si Naaman ug gisuginlan ang iyang agalon, “Ingon niini ang gisulti sa dalagita nga gikan sa yuta sa Israel.”
So Naaman went with his horses and chariots and stopped at the door of Elisha’s house.	Busa si Naaman miadto dala ang iyang mga kabayo ug ang iyang mga karwahi ug mihunong sa pultahan sa balay ni Eliseo.
“Go in peace,” Elisha said. After Naaman had traveled some distance,	Ug siya miingon kaniya, “Lakaw nga malinawon.” Apan sa nakalakaw na si Naaman ug layolayo ug diyotay,
Then one of them said, “Won’t you please come with your servants?” “I will,” Elisha replied.	Unya ang usa kanila miingon, “Naghangyo ako, ubani ang imong mga sulugoon.” Ug siya mitubag, “Mouban ako.”
And he went with them. They went to the Jordan and began to cut down trees.	Busa miuban siya kanila. Ug sa pag-abot nila sa Jordan, sila namutol ug kahoy.
“Lift it out,” he said. Then the man reached out his hand and took it.	Ug siya miingon, “Punita kana.” Busa gikab-ot niya kini sa iyang kamot ug gikuha.
“Don’t be afraid,” the prophet answered. “Those who are with us are more than those who are with them.”	Ug siya mitubag, “Ayaw kahadlok, kay sila nga ania uban kanato labaw pa ka daghan kay niadtong uban kanila.”
When the king of Israel saw them, he asked Elisha, “Shall I kill them, my father? Shall I kill them?”	Sa pagkakita sa hari sa Israel kanila, miingon siya kang Eliseo, “Akong Amahan, pamatyon ba nako sila? Pamatyon ba nako sila?”
The gatekeepers shouted the news, and it was reported within the palace.	Ug siya mitawag sa mga tigbantay sa ganghaan, ug sila misugilon niini sa banay sa hari.
And that is exactly what happened to him, for the people trampled him in the gateway, and he died.	Busa kini nahitabo kaniya, kay gitunobtunoban man siya sa katawhan didto sa ganghaan, ug siya namatay.
In the time of Jehoram, Edom rebelled against Judah and set up its own king.	Sa iyang mga adlaw ang Edom mialsa batok sa pagmando sa Juda ug nagbutang ug kaugalingon nilang hari.
To this day Edom has been in rebellion against Judah. Libnah revolted at the same time.	Busa ang Edom mialsa gikan sa pagmando sa Juda hangtod niining adlawa. Unya ang Libna mialsa usab sa samang panahon.
So the young prophet went to Ramoth Gilead.	Busa ang batan-on, ang propeta, miadto sa Ramot-gilead.
Joram turned about and fled, calling out to Ahaziah, “Treachery, Ahaziah!”	Unya si Joram mipaliso sa iyang kabayo ug mipadagan ug miingon kang Ahasias, “Pagbudhi kini, O Ahasias!”
(In the eleventh year of Joram son of Ahab, Ahaziah had become king of Judah.)	Sa ikanapulo ug usa nga tuig ni Joram nga anak ni Ahab, si Ahasias nagsugod sa paghari sa Juda.
As Jehu entered the gate, she asked, “Have you come in peace, you Zimri, you murderer of your master?”	Ug sa pagsulod ni Jehu sa ganghaan siya miingon, “Pakigdait ba kini, ikaw Zimri nga mamumuno sa imong agalon?”
Jehu said, “Come with me and see my zeal for the Lord .” Then he had him ride along in his chariot.	Ug siya miingon, “Uban kanako ug tan-awa ang akong pagkamainiton alang sa Ginoo.” Busa nanakay sila sa karwahi.
Jehu said, “Call an assembly in honor of Baal.” So they proclaimed it.	Ug si Jehu misugo, “Himoa ang usa ka balaan nga panagtigom alang kang Baal.” Busa ila kining gipahibalo.
They brought the sacred stone out of the temple of Baal and burned it.	Ug ilang gidala sa gawas ang mga haligi nga diha sa templo ni Baal ug gisunog kini.
They demolished the sacred stone of Baal and tore down the temple of Baal, and people have used it for a latrine to this day.	Ug ilang gigun-ob ang haligi ni Baal ug gigun-ob ang templo ni Baal ug gihimo kining kalibangan hangtod niining adlawa.
So Jehu destroyed Baal worship in Israel.	Sa ingon niini giwala ni Jehu ang pagsimba ni Baal diha sa Israel.
The time that Jehu reigned over Israel in Samaria was twenty-eight years.	Ang kadugayon nga si Jehu naghari sa Israel sa Samaria 28 ka tuig.
He remained hidden with his nurse at the temple of the Lord for six years while Athaliah ruled the land.	Siya diha uban kaniya nga gitagoan sulod sa unom ka tuig diha sa balay sa Ginoo samtang si Atalia nagmando sa yuta.
and you who are in the other two companies that normally go off Sabbath duty are all to guard the temple for the king.	Ug ang inyong duha ka pundok nga moanhi sa adlaw nga igpapahulay, magbantay sa balay sa Ginoo,
Then he gave the commanders the spears and shields that had belonged to King David and that were in the temple of the Lord .	Ug gihatag sa pari ngadto sa mga pangulo ang mga bangkaw ug mga taming nga iya ni David kaniadto nga didto sa balay sa Ginoo.
So they seized her as she reached the place where the horses enter the palace grounds, and there she was put to death.	Busa gidakop nila siya ug siya miagi sa agianan sa mga kabayo ngadto sa balay sa hari ug didto gipatay siya.
Joash was seven years old when he began to reign.	Pito ka tuig ang panuigon ni Jehoas sa pagsugod niya sa paghari.
But by the twenty-third year of King Joash the priests still had not repaired the temple.	Apan hangtod sa ika-23 nga tuig sa paghari ni Jehoas, wala himoa sa mga pari ang pag-ayo sa balay.
it was paid to the workers, who used it to repair the temple.	kay ila kining gihatag ngadto sa mga mamumuo nga nag-ayo sa balay sa Ginoo.
Elisha said, “Get a bow and some arrows,” and he did so.	Ug si Eliseo miingon kaniya, “Pagkuha ug pana ug mga udyong.” Busa nagkuha siya ug pana ug mga udyong.
Elisha died and was buried. Now Moabite raiders used to enter the country every spring.	Ug si Eliseo namatay ug gilubong nila siya. Sa panahon sa tingpamulak ang mga pundok sa mga Moabihanon magsulongan sa yuta.
Hazael king of Aram oppressed Israel throughout the reign of Jehoahaz.	Si Hasael nga hari sa Siria midaogdaog sa Israel sa tanang mga adlaw ni Jehoahas.
Hazael king of Aram died, and Ben-Hadad his son succeeded him as king.	Sa pagkamatay ni Hasael nga hari sa Siria, si Benhadad nga iyang anak, naghari puli kaniya.
Judah was routed by Israel, and every man fled to his home.	Ug ang Juda nabuntog sa Israel ug ang matag tawo mikagiw ngadto sa iyang panimalay.
As for the other events of Amaziah’s reign, are they not written in the book of the annals of the kings of Judah?	Karon ang uban nga mga buhat ni Amasias, wala ba kini masulat sa mga basahon sa mga Kasaysayan sa mga Hari sa Juda?
He was the one who rebuilt Elath and restored it to Judah after Amaziah rested with his ancestors.	Iyang gitukod ang Elat ug giuli kini sa Juda human mipahulay si Amasias uban sa iyang katigulangan.
In the twenty-seventh year of Jeroboam king of Israel, Azariah son of Amaziah king of Judah began to reign.	Sa ika-27 nga tuig ni Jeroboam nga hari sa Israel, si Asarias nga anak ni Amasias, nga hari sa Juda nagsugod sa paghari.
He did what was right in the eyes of the Lord , just as his father Amaziah had done.	Ug gibuhat niya ang matarong diha sa mga mata sa Ginoo , sumala sa tanan nga gihimo sa iyang amahan nga si Amasias.
The other events of Zechariah’s reign are written in the book of the annals of the kings of Israel.	Karon ang ubang mga buhat ni Zacarias, nasulat kini sa basahon sa mga Kasaysayan sa mga Hari sa Israel.
